"siteID","date","Year","Month","Tmin","Tmax","Tavg","P"
"Bosque Humedo","2000-09-01",2000,9,22.15,26.95,24.55,585.49
"Naranjo Carbonal","2000-09-01",2000,9,23.95,27.75,25.85,457.99
"Cacao Sendero Circular","2000-09-01",2000,9,17.05,22.75,19.9,675.4
"Gongora","2000-09-01",2000,9,20.15,26.15,23.15,642.85
"Rincon 1000","2000-09-01",2000,9,17.45,23.95,20.7,718.86
"Rincon 1200","2000-09-01",2000,9,16.25,22.65,19.45,734.62
"Maritza","2000-09-01",2000,9,20.35,26.05,23.2,605.56
"Pitilla","2000-09-01",2000,9,19.95,25.05,22.5,694.4
"Rancho Harold","2000-09-01",2000,9,19.45,25.45,22.45,650.31
"Cacao Arenales","2000-10-01",2000,10,18.35,23.15,20.75,253.9
"Bosque Humedo","2000-10-01",2000,10,22.45,26.75,24.6,173.34
"Naranjo Carbonal","2000-10-01",2000,10,24.25,28.05,26.15,127.07
"Cacao Sendero Circular","2000-10-01",2000,10,17.55,22.35,19.95,259.91
"Gongora","2000-10-01",2000,10,20.45,25.55,23,222.09
"Rincon 1000","2000-10-01",2000,10,17.95,23.25,20.6,286.83
"Rincon 1200","2000-10-01",2000,10,16.85,22.05,19.45,295.36
"Maritza","2000-10-01",2000,10,20.65,25.25,22.95,220.29
"Pitilla","2000-10-01",2000,10,20.15,24.35,22.25,317.31
"Rancho Harold","2000-10-01",2000,10,19.75,24.75,22.25,233.44
"Cacao Arenales","2000-11-01",2000,11,17.85,22.95,20.4,164.8
"Bosque Humedo","2000-11-01",2000,11,22.25,26.75,24.5,112.24
"Naranjo Carbonal","2000-11-01",2000,11,24.15,28.05,26.1,78.02
"Cacao Sendero Circular","2000-11-01",2000,11,17.05,22.05,19.55,170.8
"Gongora","2000-11-01",2000,11,20.15,25.55,22.85,134.83
"Rincon 1000","2000-11-01",2000,11,17.55,23.15,20.35,177.08
"Rincon 1200","2000-11-01",2000,11,16.35,21.85,19.1,187.37
"Maritza","2000-11-01",2000,11,20.35,25.25,22.8,145.53
"Pitilla","2000-11-01",2000,11,19.85,24.25,22.05,226.88
"Rancho Harold","2000-11-01",2000,11,19.45,24.75,22.1,144.39
"Cacao Arenales","2000-12-01",2000,12,17.75,22.75,20.25,126.63
"Bosque Humedo","2000-12-01",2000,12,22.05,26.65,24.35,33.48
"Naranjo Carbonal","2000-12-01",2000,12,23.85,27.85,25.85,13.05
"Cacao Sendero Circular","2000-12-01",2000,12,16.95,21.85,19.4,131.87
"Gongora","2000-12-01",2000,12,20.05,25.35,22.7,90.8
"Rincon 1000","2000-12-01",2000,12,17.55,22.85,20.2,180.27
"Rincon 1200","2000-12-01",2000,12,16.35,21.65,19,195.64
"Maritza","2000-12-01",2000,12,20.15,24.95,22.55,92.36
"Pitilla","2000-12-01",2000,12,19.55,23.95,21.75,187.9
"Rancho Harold","2000-12-01",2000,12,19.35,24.55,21.95,102.89
"Cacao Arenales","2001-01-01",2001,1,17.25,23.25,20.25,76.34
"Bosque Humedo","2001-01-01",2001,1,21.55,26.85,24.2,17.44
"Naranjo Carbonal","2001-01-01",2001,1,23.25,27.85,25.55,6.13
"Cacao Sendero Circular","2001-01-01",2001,1,16.45,22.35,19.4,79.78
"Gongora","2001-01-01",2001,1,19.65,25.75,22.7,53.48
"Rincon 1000","2001-01-01",2001,1,16.95,23.15,20.05,109.94
"Rincon 1200","2001-01-01",2001,1,15.85,21.95,18.9,120.43
"Maritza","2001-01-01",2001,1,19.65,25.35,22.5,54.89
"Pitilla","2001-01-01",2001,1,18.95,24.25,21.6,114.83
"Rancho Harold","2001-01-01",2001,1,18.85,25.05,21.95,60.98
"Cacao Arenales","2001-02-01",2001,2,17.75,24.65,21.2,25.04
"Bosque Humedo","2001-02-01",2001,2,21.95,28.05,25,5.32
"Naranjo Carbonal","2001-02-01",2001,2,23.65,28.85,26.25,1.78
"Cacao Sendero Circular","2001-02-01",2001,2,16.95,23.75,20.35,26.43
"Gongora","2001-02-01",2001,2,20.15,27.15,23.65,16.74
"Rincon 1000","2001-02-01",2001,2,17.55,24.75,21.15,38.17
"Rincon 1200","2001-02-01",2001,2,16.35,23.45,19.9,42.63
"Maritza","2001-02-01",2001,2,20.05,26.65,23.35,18.7
"Pitilla","2001-02-01",2001,2,19.35,25.45,22.4,41.21
"Rancho Harold","2001-02-01",2001,2,19.35,26.45,22.9,19.36
"Cacao Arenales","2001-03-01",2001,3,16.95,26.35,21.65,18.08
"Bosque Humedo","2001-03-01",2001,3,21.65,29.75,25.7,3.38
"Naranjo Carbonal","2001-03-01",2001,3,23.75,30.35,27.05,1.04
"Cacao Sendero Circular","2001-03-01",2001,3,16.05,25.35,20.7,19.07
"Gongora","2001-03-01",2001,3,19.55,29.35,24.45,12.05
"Rincon 1000","2001-03-01",2001,3,16.45,26.65,21.55,24.78
"Rincon 1200","2001-03-01",2001,3,15.15,25.15,20.15,27.58
"Maritza","2001-03-01",2001,3,19.65,28.75,24.2,13.29
"Pitilla","2001-03-01",2001,3,19.05,27.35,23.2,29.8
"Rancho Harold","2001-03-01",2001,3,18.75,28.45,23.6,13.96
"Cacao Arenales","2001-04-01",2001,4,18.55,26.75,22.65,45.23
"Bosque Humedo","2001-04-01",2001,4,23.05,30.15,26.6,9.3
"Naranjo Carbonal","2001-04-01",2001,4,24.85,30.85,27.85,3.49
"Cacao Sendero Circular","2001-04-01",2001,4,17.75,25.75,21.75,47.44
"Gongora","2001-04-01",2001,4,21.05,29.55,25.3,30.77
"Rincon 1000","2001-04-01",2001,4,18.25,26.65,22.45,64.97
"Rincon 1200","2001-04-01",2001,4,17.05,25.35,21.2,71.95
"Maritza","2001-04-01",2001,4,21.05,29.05,25.05,32.85
"Pitilla","2001-04-01",2001,4,20.35,27.65,24,71.85
"Rancho Harold","2001-04-01",2001,4,20.25,28.65,24.45,35.44
"Cacao Arenales","2001-05-01",2001,5,18.45,26.75,22.6,314.32
"Bosque Humedo","2001-05-01",2001,5,23.35,30.35,26.85,278.67
"Naranjo Carbonal","2001-05-01",2001,5,25.35,30.95,28.15,211.56
"Cacao Sendero Circular","2001-05-01",2001,5,17.55,25.75,21.65,317.49
"Gongora","2001-05-01",2001,5,21.15,29.85,25.5,295.59
"Rincon 1000","2001-05-01",2001,5,18.05,26.85,22.45,350.48
"Rincon 1200","2001-05-01",2001,5,16.75,25.35,21.05,356.45
"Maritza","2001-05-01",2001,5,21.25,29.35,25.3,277.3
"Pitilla","2001-05-01",2001,5,20.65,27.95,24.3,322.28
"Rancho Harold","2001-05-01",2001,5,20.35,28.85,24.6,304.24
"Cacao Arenales","2001-06-01",2001,6,18.65,24.45,21.55,339.32
"Bosque Humedo","2001-06-01",2001,6,22.95,28.15,25.55,290.23
"Naranjo Carbonal","2001-06-01",2001,6,24.75,29.25,27,215.69
"Cacao Sendero Circular","2001-06-01",2001,6,17.75,23.55,20.65,351.81
"Gongora","2001-06-01",2001,6,20.95,26.95,23.95,292.18
"Rincon 1000","2001-06-01",2001,6,18.35,24.35,21.35,269.47
"Rincon 1200","2001-06-01",2001,6,17.15,23.05,20.1,288.56
"Maritza","2001-06-01",2001,6,21.05,26.75,23.9,324.66
"Pitilla","2001-06-01",2001,6,20.45,25.65,23.05,426.36
"Rancho Harold","2001-06-01",2001,6,20.25,26.15,23.2,305.41
"Cacao Arenales","2001-07-01",2001,7,18.45,24.25,21.35,215.49
"Bosque Humedo","2001-07-01",2001,7,22.85,28.15,25.5,142.37
"Naranjo Carbonal","2001-07-01",2001,7,24.75,29.35,27.05,89.95
"Cacao Sendero Circular","2001-07-01",2001,7,17.65,23.35,20.5,224.11
"Gongora","2001-07-01",2001,7,20.85,26.95,23.9,174.25
"Rincon 1000","2001-07-01",2001,7,18.15,24.35,21.25,208.13
"Rincon 1200","2001-07-01",2001,7,16.95,23.05,20,217.65
"Maritza","2001-07-01",2001,7,20.95,26.55,23.75,198.3
"Pitilla","2001-07-01",2001,7,20.35,25.35,22.85,292.87
"Rancho Harold","2001-07-01",2001,7,20.05,26.15,23.1,187.28
"Cacao Arenales","2001-08-01",2001,8,18.95,24.65,21.8,343.56
"Bosque Humedo","2001-08-01",2001,8,23.25,28.45,25.85,236.26
"Naranjo Carbonal","2001-08-01",2001,8,25.15,29.75,27.45,163.76
"Cacao Sendero Circular","2001-08-01",2001,8,18.15,23.75,20.95,353.68
"Gongora","2001-08-01",2001,8,21.25,27.25,24.25,290.03
"Rincon 1000","2001-08-01",2001,8,18.75,24.75,21.75,379.55
"Rincon 1200","2001-08-01",2001,8,17.55,23.45,20.5,393.33
"Maritza","2001-08-01",2001,8,21.35,26.85,24.1,302.65
"Pitilla","2001-08-01",2001,8,20.75,25.75,23.25,435
"Rancho Harold","2001-08-01",2001,8,20.55,26.45,23.5,308.25
"Cacao Arenales","2001-09-01",2001,9,18.05,23.95,21,390.4
"Bosque Humedo","2001-09-01",2001,9,22.35,27.45,24.9,342.88
"Naranjo Carbonal","2001-09-01",2001,9,24.25,28.45,26.35,255.51
"Cacao Sendero Circular","2001-09-01",2001,9,17.15,23.05,20.1,397.76
"Gongora","2001-09-01",2001,9,20.35,26.45,23.4,366.26
"Rincon 1000","2001-09-01",2001,9,17.65,24.15,20.9,410.75
"Rincon 1200","2001-09-01",2001,9,16.45,22.85,19.65,421.18
"Maritza","2001-09-01",2001,9,20.55,26.25,23.4,357.85
"Pitilla","2001-09-01",2001,9,20.05,25.35,22.7,438.5
"Rancho Harold","2001-09-01",2001,9,19.65,25.75,22.7,374.32
"Cacao Arenales","2001-10-01",2001,10,18.25,23.75,21,475.88
"Bosque Humedo","2001-10-01",2001,10,22.65,27.45,25.05,390.52
"Naranjo Carbonal","2001-10-01",2001,10,24.55,28.55,26.55,284.24
"Cacao Sendero Circular","2001-10-01",2001,10,17.35,22.85,20.1,484.32
"Gongora","2001-10-01",2001,10,20.55,26.35,23.45,442.11
"Rincon 1000","2001-10-01",2001,10,17.95,23.95,20.95,549.66
"Rincon 1200","2001-10-01",2001,10,16.75,22.65,19.7,562.99
"Maritza","2001-10-01",2001,10,20.75,26.15,23.45,423.66
"Pitilla","2001-10-01",2001,10,20.35,25.15,22.75,526.81
"Rancho Harold","2001-10-01",2001,10,19.85,25.55,22.7,453.09
"Cacao Arenales","2001-11-01",2001,11,18.25,22.65,20.45,296.49
"Bosque Humedo","2001-11-01",2001,11,22.35,26.25,24.3,228.27
"Naranjo Carbonal","2001-11-01",2001,11,24.05,27.35,25.7,183.34
"Cacao Sendero Circular","2001-11-01",2001,11,17.45,21.85,19.65,302.2
"Gongora","2001-11-01",2001,11,20.45,25.05,22.75,264.22
"Rincon 1000","2001-11-01",2001,11,17.95,22.75,20.35,345.17
"Rincon 1200","2001-11-01",2001,11,16.85,21.55,19.2,353.35
"Maritza","2001-11-01",2001,11,20.55,24.85,22.7,251.17
"Pitilla","2001-11-01",2001,11,20.05,23.95,22,336.95
"Rancho Harold","2001-11-01",2001,11,19.75,24.35,22.05,275.71
"Cacao Arenales","2001-12-01",2001,12,18.25,23.25,20.75,102.98
"Bosque Humedo","2001-12-01",2001,12,22.45,26.95,24.7,35.38
"Naranjo Carbonal","2001-12-01",2001,12,24.25,28.25,26.25,17.22
"Cacao Sendero Circular","2001-12-01",2001,12,17.45,22.35,19.9,107.05
"Gongora","2001-12-01",2001,12,20.55,25.75,23.15,75.95
"Rincon 1000","2001-12-01",2001,12,18.05,23.25,20.65,141.46
"Rincon 1200","2001-12-01",2001,12,16.95,22.05,19.5,150.85
"Maritza","2001-12-01",2001,12,20.55,25.35,22.95,78.58
"Pitilla","2001-12-01",2001,12,20.05,24.35,22.2,148.76
"Rancho Harold","2001-12-01",2001,12,19.85,24.95,22.4,84.99
"Cacao Arenales","2002-01-01",2002,1,18.15,24.25,21.2,116.67
"Bosque Humedo","2002-01-01",2002,1,22.25,27.85,25.05,23.65
"Naranjo Carbonal","2002-01-01",2002,1,23.95,28.75,26.35,7.23
"Cacao Sendero Circular","2002-01-01",2002,1,17.35,23.45,20.4,123.92
"Gongora","2002-01-01",2002,1,20.35,26.75,23.55,76.61
"Rincon 1000","2002-01-01",2002,1,17.85,24.25,21.05,137.83
"Rincon 1200","2002-01-01",2002,1,16.75,22.95,19.85,155.19
"Maritza","2002-01-01",2002,1,20.35,26.25,23.3,89.36
"Pitilla","2002-01-01",2002,1,19.75,25.15,22.45,204.27
"Rancho Harold","2002-01-01",2002,1,19.65,25.95,22.8,88.89
"Cacao Arenales","2002-02-01",2002,2,18.05,25.15,21.6,50.8
"Bosque Humedo","2002-02-01",2002,2,22.25,28.55,25.4,8.31
"Naranjo Carbonal","2002-02-01",2002,2,23.95,29.45,26.7,2.11
"Cacao Sendero Circular","2002-02-01",2002,2,17.25,24.25,20.75,54.2
"Gongora","2002-02-01",2002,2,20.35,27.65,24,32.15
"Rincon 1000","2002-02-01",2002,2,17.85,25.05,21.45,60.11
"Rincon 1200","2002-02-01",2002,2,16.65,23.85,20.25,68.6
"Maritza","2002-02-01",2002,2,20.35,27.15,23.75,38.54
"Pitilla","2002-02-01",2002,2,19.65,25.95,22.8,93.8
"Rancho Harold","2002-02-01",2002,2,19.65,26.95,23.3,37.85
"Cacao Arenales","2002-03-01",2002,3,18.45,26.35,22.4,29.47
"Bosque Humedo","2002-03-01",2002,3,22.75,29.65,26.2,3.99
"Naranjo Carbonal","2002-03-01",2002,3,24.45,30.45,27.45,0.9
"Cacao Sendero Circular","2002-03-01",2002,3,17.65,25.45,21.55,31.48
"Gongora","2002-03-01",2002,3,20.75,28.95,24.85,18.23
"Rincon 1000","2002-03-01",2002,3,18.15,26.35,22.25,40.49
"Rincon 1200","2002-03-01",2002,3,16.95,25.05,21,46.39
"Maritza","2002-03-01",2002,3,20.75,28.45,24.6,21.48
"Pitilla","2002-03-01",2002,3,20.05,27.15,23.6,57.4
"Rancho Harold","2002-03-01",2002,3,20.05,28.15,24.1,21.73
"Cacao Arenales","2002-04-01",2002,4,18.45,26.85,22.65,40.74
"Bosque Humedo","2002-04-01",2002,4,23.05,30.55,26.8,6.09
"Naranjo Carbonal","2002-04-01",2002,4,24.95,31.35,28.15,1.6
"Cacao Sendero Circular","2002-04-01",2002,4,17.45,25.95,21.7,43.69
"Gongora","2002-04-01",2002,4,20.95,29.85,25.4,25.42
"Rincon 1000","2002-04-01",2002,4,18.05,26.85,22.45,45.58
"Rincon 1200","2002-04-01",2002,4,16.75,25.45,21.1,51.99
"Maritza","2002-04-01",2002,4,21.05,29.25,25.15,31.32
"Pitilla","2002-04-01",2002,4,20.25,27.85,24.05,78.16
"Rancho Harold","2002-04-01",2002,4,20.15,28.95,24.55,30
"Cacao Arenales","2002-05-01",2002,5,19.15,25.85,22.5,455.92
"Bosque Humedo","2002-05-01",2002,5,23.45,29.25,26.35,425.63
"Naranjo Carbonal","2002-05-01",2002,5,25.15,29.95,27.55,354.98
"Cacao Sendero Circular","2002-05-01",2002,5,18.25,24.95,21.6,462.66
"Gongora","2002-05-01",2002,5,21.55,28.45,25,441.88
"Rincon 1000","2002-05-01",2002,5,18.85,25.85,22.35,424.09
"Rincon 1200","2002-05-01",2002,5,17.65,24.55,21.1,426.99
"Maritza","2002-05-01",2002,5,21.55,28.15,24.85,427.43
"Pitilla","2002-05-01",2002,5,20.95,26.95,23.95,469.83
"Rancho Harold","2002-05-01",2002,5,20.75,27.65,24.2,446.72
"Cacao Arenales","2002-06-01",2002,6,18.75,24.55,21.65,263.74
"Bosque Humedo","2002-06-01",2002,6,22.95,27.95,25.45,220.69
"Naranjo Carbonal","2002-06-01",2002,6,24.85,28.95,26.9,176.71
"Cacao Sendero Circular","2002-06-01",2002,6,17.85,23.65,20.75,269.28
"Gongora","2002-06-01",2002,6,20.95,27.05,24,246.23
"Rincon 1000","2002-06-01",2002,6,18.25,24.55,21.4,284.65
"Rincon 1200","2002-06-01",2002,6,17.15,23.35,20.25,291.39
"Maritza","2002-06-01",2002,6,21.15,26.85,24,242.45
"Pitilla","2002-06-01",2002,6,20.65,25.95,23.3,311.1
"Rancho Harold","2002-06-01",2002,6,20.25,26.25,23.25,251.93
"Cacao Arenales","2002-07-01",2002,7,19.05,24.05,21.55,301.15
"Bosque Humedo","2002-07-01",2002,7,23.15,27.75,25.45,164.34
"Naranjo Carbonal","2002-07-01",2002,7,25.05,29.05,27.05,102.99
"Cacao Sendero Circular","2002-07-01",2002,7,18.25,23.15,20.7,312.81
"Gongora","2002-07-01",2002,7,21.25,26.45,23.85,240.09
"Rincon 1000","2002-07-01",2002,7,18.75,24.05,21.4,329.72
"Rincon 1200","2002-07-01",2002,7,17.65,22.85,20.25,347.25
"Maritza","2002-07-01",2002,7,21.35,26.15,23.75,261.33
"Pitilla","2002-07-01",2002,7,20.85,25.15,23,432.75
"Rancho Harold","2002-07-01",2002,7,20.55,25.65,23.1,260.04
"Cacao Arenales","2002-08-01",2002,8,18.85,24.35,21.6,347.18
"Bosque Humedo","2002-08-01",2002,8,23.15,28.15,25.65,220.82
"Naranjo Carbonal","2002-08-01",2002,8,25.15,29.45,27.3,143.81
"Cacao Sendero Circular","2002-08-01",2002,8,18.05,23.45,20.75,356.33
"Gongora","2002-08-01",2002,8,21.15,26.85,24,295.45
"Rincon 1000","2002-08-01",2002,8,18.55,24.45,21.5,404.48
"Rincon 1200","2002-08-01",2002,8,17.45,23.15,20.3,419.18
"Maritza","2002-08-01",2002,8,21.25,26.55,23.9,296.65
"Pitilla","2002-08-01",2002,8,20.75,25.45,23.1,447.83
"Rancho Harold","2002-08-01",2002,8,20.45,26.05,23.25,313.9
"Cacao Arenales","2002-09-01",2002,9,18.35,24.05,21.2,563.83
"Bosque Humedo","2002-09-01",2002,9,22.65,27.45,25.05,534.7
"Naranjo Carbonal","2002-09-01",2002,9,24.45,28.45,26.45,417.18
"Cacao Sendero Circular","2002-09-01",2002,9,17.45,23.25,20.35,569.84
"Gongora","2002-09-01",2002,9,20.65,26.55,23.6,551.22
"Rincon 1000","2002-09-01",2002,9,17.85,24.45,21.15,588.9
"Rincon 1200","2002-09-01",2002,9,16.75,23.15,19.95,600.41
"Maritza","2002-09-01",2002,9,20.85,26.45,23.65,515.58
"Pitilla","2002-09-01",2002,9,20.45,25.55,23,579.7
"Rancho Harold","2002-09-01",2002,9,19.95,25.85,22.9,556.9
"Cacao Arenales","2002-10-01",2002,10,18.35,23.75,21.05,345.75
"Bosque Humedo","2002-10-01",2002,10,22.65,27.35,25,262.67
"Naranjo Carbonal","2002-10-01",2002,10,24.55,28.55,26.55,181.49
"Cacao Sendero Circular","2002-10-01",2002,10,17.55,22.85,20.2,352.56
"Gongora","2002-10-01",2002,10,20.65,26.25,23.45,311
"Rincon 1000","2002-10-01",2002,10,18.05,23.95,21,421.48
"Rincon 1200","2002-10-01",2002,10,16.95,22.75,19.85,434.42
"Maritza","2002-10-01",2002,10,20.85,25.95,23.4,300.86
"Pitilla","2002-10-01",2002,10,20.35,24.95,22.65,408.78
"Rancho Harold","2002-10-01",2002,10,19.95,25.45,22.7,323.87
"Cacao Arenales","2002-11-01",2002,11,17.55,23.35,20.45,229.65
"Bosque Humedo","2002-11-01",2002,11,22.55,27.05,24.8,106.95
"Naranjo Carbonal","2002-11-01",2002,11,24.65,28.45,26.55,61.81
"Cacao Sendero Circular","2002-11-01",2002,11,16.65,22.55,19.6,238.48
"Gongora","2002-11-01",2002,11,20.35,25.75,23.05,179.85
"Rincon 1000","2002-11-01",2002,11,17.35,23.45,20.4,276.19
"Rincon 1200","2002-11-01",2002,11,16.05,22.25,19.15,294.09
"Maritza","2002-11-01",2002,11,20.45,25.55,23,190.04
"Pitilla","2002-11-01",2002,11,19.75,24.55,22.15,332.8
"Rancho Harold","2002-11-01",2002,11,19.45,25.05,22.25,196.51
"Cacao Arenales","2002-12-01",2002,12,18.05,23.85,20.95,150.06
"Bosque Humedo","2002-12-01",2002,12,22.65,27.85,25.25,30.06
"Naranjo Carbonal","2002-12-01",2002,12,24.65,29.25,26.95,9.54
"Cacao Sendero Circular","2002-12-01",2002,12,17.15,22.95,20.05,158.35
"Gongora","2002-12-01",2002,12,20.55,26.55,23.55,100.39
"Rincon 1000","2002-12-01",2002,12,17.75,24.05,20.9,181.23
"Rincon 1200","2002-12-01",2002,12,16.55,22.75,19.65,203.29
"Maritza","2002-12-01",2002,12,20.65,26.15,23.4,112.61
"Pitilla","2002-12-01",2002,12,19.95,25.05,22.5,253
"Rancho Harold","2002-12-01",2002,12,19.75,25.75,22.75,116.22
"Cacao Arenales","2003-01-01",2003,1,18.35,24.25,21.3,108.41
"Bosque Humedo","2003-01-01",2003,1,22.45,27.85,25.15,20.27
"Naranjo Carbonal","2003-01-01",2003,1,24.05,28.85,26.45,6.2
"Cacao Sendero Circular","2003-01-01",2003,1,17.55,23.45,20.5,115.04
"Gongora","2003-01-01",2003,1,20.45,26.65,23.55,71.07
"Rincon 1000","2003-01-01",2003,1,18.15,24.35,21.25,132.47
"Rincon 1200","2003-01-01",2003,1,17.05,23.15,20.1,149.85
"Maritza","2003-01-01",2003,1,20.45,26.25,23.35,80.77
"Pitilla","2003-01-01",2003,1,19.75,25.15,22.45,189.12
"Rancho Harold","2003-01-01",2003,1,19.85,25.95,22.9,82.77
"Cacao Arenales","2003-02-01",2003,2,18.35,26.25,22.3,43.05
"Bosque Humedo","2003-02-01",2003,2,22.55,29.55,26.05,6.47
"Naranjo Carbonal","2003-02-01",2003,2,24.35,30.15,27.25,1.82
"Cacao Sendero Circular","2003-02-01",2003,2,17.45,25.35,21.4,46.02
"Gongora","2003-02-01",2003,2,20.65,28.85,24.75,27.17
"Rincon 1000","2003-02-01",2003,2,17.95,26.35,22.15,52.06
"Rincon 1200","2003-02-01",2003,2,16.85,25.05,20.95,59.5
"Maritza","2003-02-01",2003,2,20.65,28.35,24.5,32.27
"Pitilla","2003-02-01",2003,2,20.05,27.15,23.6,80.56
"Rancho Harold","2003-02-01",2003,2,19.85,28.05,23.95,32.03
"Cacao Arenales","2003-03-01",2003,3,18.15,26.85,22.5,25.93
"Bosque Humedo","2003-03-01",2003,3,22.85,30.15,26.5,17.08
"Naranjo Carbonal","2003-03-01",2003,3,24.85,30.75,27.8,13.11
"Cacao Sendero Circular","2003-03-01",2003,3,17.25,25.85,21.55,26.49
"Gongora","2003-03-01",2003,3,20.75,29.65,25.2,22.53
"Rincon 1000","2003-03-01",2003,3,17.65,27.05,22.35,34.21
"Rincon 1200","2003-03-01",2003,3,16.35,25.55,20.95,35
"Maritza","2003-03-01",2003,3,20.95,29.25,25.1,21.34
"Pitilla","2003-03-01",2003,3,20.25,27.95,24.1,32.08
"Rancho Harold","2003-03-01",2003,3,19.95,28.85,24.4,23.72
"Cacao Arenales","2003-04-01",2003,4,18.35,27.25,22.8,45.75
"Bosque Humedo","2003-04-01",2003,4,23.25,30.75,27,28.34
"Naranjo Carbonal","2003-04-01",2003,4,25.35,31.35,28.35,21.9
"Cacao Sendero Circular","2003-04-01",2003,4,17.35,26.15,21.75,47.04
"Gongora","2003-04-01",2003,4,21.05,30.35,25.7,38.84
"Rincon 1000","2003-04-01",2003,4,17.95,27.35,22.65,55.01
"Rincon 1200","2003-04-01",2003,4,16.55,25.75,21.15,57.44
"Maritza","2003-04-01",2003,4,21.25,29.85,25.55,37.51
"Pitilla","2003-04-01",2003,4,20.55,28.35,24.45,60.2
"Rancho Harold","2003-04-01",2003,4,20.25,29.35,24.8,41.21
"Cacao Arenales","2003-05-01",2003,5,19.15,25.75,22.45,328.54
"Bosque Humedo","2003-05-01",2003,5,23.65,29.45,26.55,223.21
"Naranjo Carbonal","2003-05-01",2003,5,25.55,30.45,28,145.78
"Cacao Sendero Circular","2003-05-01",2003,5,18.25,24.75,21.5,335.77
"Gongora","2003-05-01",2003,5,21.65,28.45,25.05,285.77
"Rincon 1000","2003-05-01",2003,5,18.85,25.75,22.3,396.15
"Rincon 1200","2003-05-01",2003,5,17.65,24.35,21,408.58
"Maritza","2003-05-01",2003,5,21.75,28.15,24.95,280.2
"Pitilla","2003-05-01",2003,5,21.15,26.85,24,400.97
"Rancho Harold","2003-05-01",2003,5,20.85,27.65,24.25,301.22
"Cacao Arenales","2003-06-01",2003,6,18.55,24.35,21.45,523.03
"Bosque Humedo","2003-06-01",2003,6,22.75,27.75,25.25,475.22
"Naranjo Carbonal","2003-06-01",2003,6,24.65,28.65,26.65,334.44
"Cacao Sendero Circular","2003-06-01",2003,6,17.75,23.45,20.6,536.63
"Gongora","2003-06-01",2003,6,20.85,26.85,23.85,475.42
"Rincon 1000","2003-06-01",2003,6,18.15,24.65,21.4,484.43
"Rincon 1200","2003-06-01",2003,6,17.05,23.35,20.2,506.53
"Maritza","2003-06-01",2003,6,21.05,26.65,23.85,499.27
"Pitilla","2003-06-01",2003,6,20.55,25.65,23.1,607
"Rancho Harold","2003-06-01",2003,6,20.15,26.15,23.15,489.67
"Cacao Arenales","2003-07-01",2003,7,18.75,23.85,21.3,265.57
"Bosque Humedo","2003-07-01",2003,7,22.95,27.65,25.3,168.74
"Naranjo Carbonal","2003-07-01",2003,7,24.75,28.95,26.85,113.74
"Cacao Sendero Circular","2003-07-01",2003,7,17.95,23.05,20.5,277.66
"Gongora","2003-07-01",2003,7,20.95,26.35,23.65,209.98
"Rincon 1000","2003-07-01",2003,7,18.45,23.95,21.2,241.51
"Rincon 1200","2003-07-01",2003,7,17.25,22.75,20,258.34
"Maritza","2003-07-01",2003,7,21.05,26.05,23.55,244.79
"Pitilla","2003-07-01",2003,7,20.55,25.15,22.85,393.84
"Rancho Harold","2003-07-01",2003,7,20.25,25.65,22.95,226.94
"Cacao Arenales","2003-08-01",2003,8,18.55,24.25,21.4,263.38
"Bosque Humedo","2003-08-01",2003,8,22.95,28.15,25.55,147.75
"Naranjo Carbonal","2003-08-01",2003,8,24.95,29.55,27.25,89.91
"Cacao Sendero Circular","2003-08-01",2003,8,17.65,23.35,20.5,271.22
"Gongora","2003-08-01",2003,8,20.85,26.95,23.9,219.44
"Rincon 1000","2003-08-01",2003,8,18.25,24.45,21.35,317.22
"Rincon 1200","2003-08-01",2003,8,17.05,23.15,20.1,330.75
"Maritza","2003-08-01",2003,8,21.05,26.65,23.85,223.74
"Pitilla","2003-08-01",2003,8,20.55,25.55,23.05,361.97
"Rancho Harold","2003-08-01",2003,8,20.15,26.05,23.1,234.91
"Cacao Arenales","2003-09-01",2003,9,18.25,24.45,21.35,501.4
"Bosque Humedo","2003-09-01",2003,9,22.75,28.05,25.4,403.8
"Naranjo Carbonal","2003-09-01",2003,9,24.65,29.05,26.85,284.06
"Cacao Sendero Circular","2003-09-01",2003,9,17.45,23.55,20.5,508.94
"Gongora","2003-09-01",2003,9,20.65,27.15,23.9,464.27
"Rincon 1000","2003-09-01",2003,9,17.75,24.75,21.25,582.83
"Rincon 1200","2003-09-01",2003,9,16.65,23.45,20.05,597.03
"Maritza","2003-09-01",2003,9,20.85,26.85,23.85,441.96
"Pitilla","2003-09-01",2003,9,20.45,25.85,23.15,561.73
"Rancho Harold","2003-09-01",2003,9,19.85,26.35,23.1,479.3
"Cacao Arenales","2003-10-01",2003,10,18.25,23.75,21,502.78
"Bosque Humedo","2003-10-01",2003,10,22.65,27.35,25,426.13
"Naranjo Carbonal","2003-10-01",2003,10,24.65,28.45,26.55,303.41
"Cacao Sendero Circular","2003-10-01",2003,10,17.45,22.85,20.15,512.21
"Gongora","2003-10-01",2003,10,20.65,26.35,23.5,462.18
"Rincon 1000","2003-10-01",2003,10,17.85,24.05,20.95,569.37
"Rincon 1200","2003-10-01",2003,10,16.75,22.65,19.7,582.31
"Maritza","2003-10-01",2003,10,20.95,26.15,23.55,455.8
"Pitilla","2003-10-01",2003,10,20.45,25.25,22.85,573.43
