"siteID","date","Year","Month","P","var","value"
"Gongora",1966-04-01,1966,4,46.0999984741211,"Tavg",25
"Maritza",1966-04-01,1966,4,43.5999984741211,"Tmin",19
"Maritza",1966-04-01,1966,4,43.5999984741211,"Tmax",29
"Maritza",1966-04-01,1966,4,43.5999984741211,"Tavg",24
"Naranjo Carbonal",1966-04-01,1966,4,36.9000015258789,"Tmin",24
"Naranjo Carbonal",1966-04-01,1966,4,36.9000015258789,"Tmax",34
"Naranjo Carbonal",1966-04-01,1966,4,36.9000015258789,"Tavg",29
"Pitilla",1966-04-01,1966,4,44.5999984741211,"Tmin",19
"Pitilla",1966-04-01,1966,4,44.5999984741211,"Tmax",28
"Pitilla",1966-04-01,1966,4,44.5999984741211,"Tavg",23.5
"Rancho Harold",1966-04-01,1966,4,46.0999984741211,"Tmin",20
"Rancho Harold",1966-04-01,1966,4,46.0999984741211,"Tmax",30
"Rancho Harold",1966-04-01,1966,4,46.0999984741211,"Tavg",25
"Rincon 1000",1966-04-01,1966,4,47,"Tmin",19
"Rincon 1000",1966-04-01,1966,4,47,"Tmax",29
"Rincon 1000",1966-04-01,1966,4,47,"Tavg",24
"Rincon 1200",1966-04-01,1966,4,43.2999992370605,"Tmin",16
"Rincon 1200",1966-04-01,1966,4,43.2999992370605,"Tmax",25
"Rincon 1200",1966-04-01,1966,4,43.2999992370605,"Tavg",20.5
"Bosque Humedo",1966-05-01,1966,5,340.600006103516,"Tmin",22
"Bosque Humedo",1966-05-01,1966,5,340.600006103516,"Tmax",31
"Bosque Humedo",1966-05-01,1966,5,340.600006103516,"Tavg",26.5
"Cacao Arenales",1966-05-01,1966,5,362.799987792969,"Tmin",19
"Cacao Arenales",1966-05-01,1966,5,362.799987792969,"Tmax",27
"Cacao Arenales",1966-05-01,1966,5,362.799987792969,"Tavg",23
"Cacao Sendero Circular",1966-05-01,1966,5,362.799987792969,"Tmin",19
"Cacao Sendero Circular",1966-05-01,1966,5,362.799987792969,"Tmax",27
"Cacao Sendero Circular",1966-05-01,1966,5,362.799987792969,"Tavg",23
"Gongora",1966-05-01,1966,5,369.5,"Tmin",20
"Gongora",1966-05-01,1966,5,369.5,"Tmax",28
"Gongora",1966-05-01,1966,5,369.5,"Tavg",24
"Maritza",1966-05-01,1966,5,362.799987792969,"Tmin",19
"Maritza",1966-05-01,1966,5,362.799987792969,"Tmax",27
"Maritza",1966-05-01,1966,5,362.799987792969,"Tavg",23
"Naranjo Carbonal",1966-05-01,1966,5,335.200012207031,"Tmin",23
"Naranjo Carbonal",1966-05-01,1966,5,335.200012207031,"Tmax",32
"Naranjo Carbonal",1966-05-01,1966,5,335.200012207031,"Tavg",27.5
"Pitilla",1966-05-01,1966,5,345.899993896484,"Tmin",19
"Pitilla",1966-05-01,1966,5,345.899993896484,"Tmax",27
"Pitilla",1966-05-01,1966,5,345.899993896484,"Tavg",23
"Rancho Harold",1966-05-01,1966,5,369.5,"Tmin",20
"Rancho Harold",1966-05-01,1966,5,369.5,"Tmax",28
"Rancho Harold",1966-05-01,1966,5,369.5,"Tavg",24
"Rincon 1000",1966-05-01,1966,5,366.299987792969,"Tmin",19
"Rincon 1000",1966-05-01,1966,5,366.299987792969,"Tmax",27
"Rincon 1000",1966-05-01,1966,5,366.299987792969,"Tavg",23
"Rincon 1200",1966-05-01,1966,5,369.399993896484,"Tmin",15
"Rincon 1200",1966-05-01,1966,5,369.399993896484,"Tmax",24
"Rincon 1200",1966-05-01,1966,5,369.399993896484,"Tavg",19.5
"Bosque Humedo",1966-06-01,1966,6,348.100006103516,"Tmin",21
"Bosque Humedo",1966-06-01,1966,6,348.100006103516,"Tmax",29
"Bosque Humedo",1966-06-01,1966,6,348.100006103516,"Tavg",25
"Cacao Arenales",1966-06-01,1966,6,380.100006103516,"Tmin",18
"Cacao Arenales",1966-06-01,1966,6,380.100006103516,"Tmax",25
"Cacao Arenales",1966-06-01,1966,6,380.100006103516,"Tavg",21.5
"Cacao Sendero Circular",1966-06-01,1966,6,380.100006103516,"Tmin",18
"Cacao Sendero Circular",1966-06-01,1966,6,380.100006103516,"Tmax",25
"Cacao Sendero Circular",1966-06-01,1966,6,380.100006103516,"Tavg",21.5
"Gongora",1966-06-01,1966,6,366.899993896484,"Tmin",19
"Gongora",1966-06-01,1966,6,366.899993896484,"Tmax",27
"Gongora",1966-06-01,1966,6,366.899993896484,"Tavg",23
"Maritza",1966-06-01,1966,6,380.100006103516,"Tmin",18
"Maritza",1966-06-01,1966,6,380.100006103516,"Tmax",25
"Maritza",1966-06-01,1966,6,380.100006103516,"Tavg",21.5
"Naranjo Carbonal",1966-06-01,1966,6,343.899993896484,"Tmin",22
"Naranjo Carbonal",1966-06-01,1966,6,343.899993896484,"Tmax",30
"Naranjo Carbonal",1966-06-01,1966,6,343.899993896484,"Tavg",26
"Pitilla",1966-06-01,1966,6,376.100006103516,"Tmin",18
"Pitilla",1966-06-01,1966,6,376.100006103516,"Tmax",25
"Pitilla",1966-06-01,1966,6,376.100006103516,"Tavg",21.5
"Rancho Harold",1966-06-01,1966,6,366.899993896484,"Tmin",19
"Rancho Harold",1966-06-01,1966,6,366.899993896484,"Tmax",27
"Rancho Harold",1966-06-01,1966,6,366.899993896484,"Tavg",23
"Rincon 1000",1966-06-01,1966,6,373.200012207031,"Tmin",18
"Rincon 1000",1966-06-01,1966,6,373.200012207031,"Tmax",26
"Rincon 1000",1966-06-01,1966,6,373.200012207031,"Tavg",22
"Rincon 1200",1966-06-01,1966,6,384,"Tmin",15
"Rincon 1200",1966-06-01,1966,6,384,"Tmax",22
"Rincon 1200",1966-06-01,1966,6,384,"Tavg",18.5
"Bosque Humedo",1966-07-01,1966,7,237.300003051758,"Tmin",22
"Bosque Humedo",1966-07-01,1966,7,237.300003051758,"Tmax",30
"Bosque Humedo",1966-07-01,1966,7,237.300003051758,"Tavg",26
"Cacao Arenales",1966-07-01,1966,7,365,"Tmin",19
"Cacao Arenales",1966-07-01,1966,7,365,"Tmax",26
"Cacao Arenales",1966-07-01,1966,7,365,"Tavg",22.5
"Cacao Sendero Circular",1966-07-01,1966,7,365,"Tmin",19
"Cacao Sendero Circular",1966-07-01,1966,7,365,"Tmax",26
"Cacao Sendero Circular",1966-07-01,1966,7,365,"Tavg",22.5
"Gongora",1966-07-01,1966,7,281.299987792969,"Tmin",20
"Gongora",1966-07-01,1966,7,281.299987792969,"Tmax",27
"Gongora",1966-07-01,1966,7,281.299987792969,"Tavg",23.5
"Maritza",1966-07-01,1966,7,365,"Tmin",19
"Maritza",1966-07-01,1966,7,365,"Tmax",26
"Maritza",1966-07-01,1966,7,365,"Tavg",22.5
"Naranjo Carbonal",1966-07-01,1966,7,182.800003051758,"Tmin",23
"Naranjo Carbonal",1966-07-01,1966,7,182.800003051758,"Tmax",30
"Naranjo Carbonal",1966-07-01,1966,7,182.800003051758,"Tavg",26.5
"Pitilla",1966-07-01,1966,7,479.100006103516,"Tmin",19
"Pitilla",1966-07-01,1966,7,479.100006103516,"Tmax",26
"Pitilla",1966-07-01,1966,7,479.100006103516,"Tavg",22.5
"Rancho Harold",1966-07-01,1966,7,281.299987792969,"Tmin",20
"Rancho Harold",1966-07-01,1966,7,281.299987792969,"Tmax",27
"Rancho Harold",1966-07-01,1966,7,281.299987792969,"Tavg",23.5
"Rincon 1000",1966-07-01,1966,7,313.600006103516,"Tmin",19
"Rincon 1000",1966-07-01,1966,7,313.600006103516,"Tmax",27
"Rincon 1000",1966-07-01,1966,7,313.600006103516,"Tavg",23
"Rincon 1200",1966-07-01,1966,7,330.600006103516,"Tmin",15
"Rincon 1200",1966-07-01,1966,7,330.600006103516,"Tmax",23
"Rincon 1200",1966-07-01,1966,7,330.600006103516,"Tavg",19
"Bosque Humedo",1966-08-01,1966,8,244.899993896484,"Tmin",22
"Bosque Humedo",1966-08-01,1966,8,244.899993896484,"Tmax",30
"Bosque Humedo",1966-08-01,1966,8,244.899993896484,"Tavg",26
"Cacao Arenales",1966-08-01,1966,8,335.700012207031,"Tmin",19
"Cacao Arenales",1966-08-01,1966,8,335.700012207031,"Tmax",26
"Cacao Arenales",1966-08-01,1966,8,335.700012207031,"Tavg",22.5
"Cacao Sendero Circular",1966-08-01,1966,8,335.700012207031,"Tmin",19
"Cacao Sendero Circular",1966-08-01,1966,8,335.700012207031,"Tmax",26
"Cacao Sendero Circular",1966-08-01,1966,8,335.700012207031,"Tavg",22.5
"Gongora",1966-08-01,1966,8,304.5,"Tmin",20
"Gongora",1966-08-01,1966,8,304.5,"Tmax",28
"Gongora",1966-08-01,1966,8,304.5,"Tavg",24
"Maritza",1966-08-01,1966,8,335.700012207031,"Tmin",19
"Maritza",1966-08-01,1966,8,335.700012207031,"Tmax",26
"Maritza",1966-08-01,1966,8,335.700012207031,"Tavg",22.5
"Naranjo Carbonal",1966-08-01,1966,8,249.5,"Tmin",23
"Naranjo Carbonal",1966-08-01,1966,8,249.5,"Tmax",31
"Naranjo Carbonal",1966-08-01,1966,8,249.5,"Tavg",27
"Pitilla",1966-08-01,1966,8,400.299987792969,"Tmin",18
"Pitilla",1966-08-01,1966,8,400.299987792969,"Tmax",26
"Pitilla",1966-08-01,1966,8,400.299987792969,"Tavg",22
"Rancho Harold",1966-08-01,1966,8,304.5,"Tmin",20
"Rancho Harold",1966-08-01,1966,8,304.5,"Tmax",28
"Rancho Harold",1966-08-01,1966,8,304.5,"Tavg",24
"Rincon 1000",1966-08-01,1966,8,348.299987792969,"Tmin",18
"Rincon 1000",1966-08-01,1966,8,348.299987792969,"Tmax",27
"Rincon 1000",1966-08-01,1966,8,348.299987792969,"Tavg",22.5
"Rincon 1200",1966-08-01,1966,8,366.700012207031,"Tmin",15
"Rincon 1200",1966-08-01,1966,8,366.700012207031,"Tmax",23
"Rincon 1200",1966-08-01,1966,8,366.700012207031,"Tavg",19
"Bosque Humedo",1966-09-01,1966,9,303,"Tmin",21
"Bosque Humedo",1966-09-01,1966,9,303,"Tmax",29
"Bosque Humedo",1966-09-01,1966,9,303,"Tavg",25
"Cacao Arenales",1966-09-01,1966,9,340.299987792969,"Tmin",18
"Cacao Arenales",1966-09-01,1966,9,340.299987792969,"Tmax",26
"Cacao Arenales",1966-09-01,1966,9,340.299987792969,"Tavg",22
"Cacao Sendero Circular",1966-09-01,1966,9,340.299987792969,"Tmin",18
"Cacao Sendero Circular",1966-09-01,1966,9,340.299987792969,"Tmax",26
"Cacao Sendero Circular",1966-09-01,1966,9,340.299987792969,"Tavg",22
"Gongora",1966-09-01,1966,9,319.5,"Tmin",19
"Gongora",1966-09-01,1966,9,319.5,"Tmax",27
"Gongora",1966-09-01,1966,9,319.5,"Tavg",23
"Maritza",1966-09-01,1966,9,340.299987792969,"Tmin",18
"Maritza",1966-09-01,1966,9,340.299987792969,"Tmax",26
"Maritza",1966-09-01,1966,9,340.299987792969,"Tavg",22
"Naranjo Carbonal",1966-09-01,1966,9,303.100006103516,"Tmin",22
"Naranjo Carbonal",1966-09-01,1966,9,303.100006103516,"Tmax",30
"Naranjo Carbonal",1966-09-01,1966,9,303.100006103516,"Tavg",26
"Pitilla",1966-09-01,1966,9,335.5,"Tmin",18
"Pitilla",1966-09-01,1966,9,335.5,"Tmax",26
"Pitilla",1966-09-01,1966,9,335.5,"Tavg",22
"Rancho Harold",1966-09-01,1966,9,319.5,"Tmin",19
"Rancho Harold",1966-09-01,1966,9,319.5,"Tmax",27
"Rancho Harold",1966-09-01,1966,9,319.5,"Tavg",23
"Rincon 1000",1966-09-01,1966,9,331.700012207031,"Tmin",18
"Rincon 1000",1966-09-01,1966,9,331.700012207031,"Tmax",26
"Rincon 1000",1966-09-01,1966,9,331.700012207031,"Tavg",22
"Rincon 1200",1966-09-01,1966,9,359.5,"Tmin",15
"Rincon 1200",1966-09-01,1966,9,359.5,"Tmax",23
"Rincon 1200",1966-09-01,1966,9,359.5,"Tavg",19
"Bosque Humedo",1966-10-01,1966,10,411.899993896484,"Tmin",21
"Bosque Humedo",1966-10-01,1966,10,411.899993896484,"Tmax",29
"Bosque Humedo",1966-10-01,1966,10,411.899993896484,"Tavg",25
"Cacao Arenales",1966-10-01,1966,10,451.100006103516,"Tmin",18
"Cacao Arenales",1966-10-01,1966,10,451.100006103516,"Tmax",25
"Cacao Arenales",1966-10-01,1966,10,451.100006103516,"Tavg",21.5
"Cacao Sendero Circular",1966-10-01,1966,10,451.100006103516,"Tmin",18
"Cacao Sendero Circular",1966-10-01,1966,10,451.100006103516,"Tmax",25
"Cacao Sendero Circular",1966-10-01,1966,10,451.100006103516,"Tavg",21.5
"Gongora",1966-10-01,1966,10,430.5,"Tmin",19
"Gongora",1966-10-01,1966,10,430.5,"Tmax",27
"Gongora",1966-10-01,1966,10,430.5,"Tavg",23
"Maritza",1966-10-01,1966,10,451.100006103516,"Tmin",18
"Maritza",1966-10-01,1966,10,451.100006103516,"Tmax",25
"Maritza",1966-10-01,1966,10,451.100006103516,"Tavg",21.5
"Naranjo Carbonal",1966-10-01,1966,10,448.399993896484,"Tmin",22
"Naranjo Carbonal",1966-10-01,1966,10,448.399993896484,"Tmax",29
"Naranjo Carbonal",1966-10-01,1966,10,448.399993896484,"Tavg",25.5
"Pitilla",1966-10-01,1966,10,455.299987792969,"Tmin",18
"Pitilla",1966-10-01,1966,10,455.299987792969,"Tmax",25
"Pitilla",1966-10-01,1966,10,455.299987792969,"Tavg",21.5
"Rancho Harold",1966-10-01,1966,10,430.5,"Tmin",19
"Rancho Harold",1966-10-01,1966,10,430.5,"Tmax",27
"Rancho Harold",1966-10-01,1966,10,430.5,"Tavg",23
"Rincon 1000",1966-10-01,1966,10,478.399993896484,"Tmin",17
"Rincon 1000",1966-10-01,1966,10,478.399993896484,"Tmax",26
"Rincon 1000",1966-10-01,1966,10,478.399993896484,"Tavg",21.5
"Rincon 1200",1966-10-01,1966,10,482.899993896484,"Tmin",14
"Rincon 1200",1966-10-01,1966,10,482.899993896484,"Tmax",22
"Rincon 1200",1966-10-01,1966,10,482.899993896484,"Tavg",18
"Bosque Humedo",1966-11-01,1966,11,55.2000007629395,"Tmin",20
"Bosque Humedo",1966-11-01,1966,11,55.2000007629395,"Tmax",28
"Bosque Humedo",1966-11-01,1966,11,55.2000007629395,"Tavg",24
"Cacao Arenales",1966-11-01,1966,11,109.300003051758,"Tmin",17
"Cacao Arenales",1966-11-01,1966,11,109.300003051758,"Tmax",24
"Cacao Arenales",1966-11-01,1966,11,109.300003051758,"Tavg",20.5
"Cacao Sendero Circular",1966-11-01,1966,11,109.300003051758,"Tmin",17
"Cacao Sendero Circular",1966-11-01,1966,11,109.300003051758,"Tmax",24
"Cacao Sendero Circular",1966-11-01,1966,11,109.300003051758,"Tavg",20.5
"Gongora",1966-11-01,1966,11,90.6999969482422,"Tmin",18
"Gongora",1966-11-01,1966,11,90.6999969482422,"Tmax",26
"Gongora",1966-11-01,1966,11,90.6999969482422,"Tavg",22
"Maritza",1966-11-01,1966,11,109.300003051758,"Tmin",17
"Maritza",1966-11-01,1966,11,109.300003051758,"Tmax",24
"Maritza",1966-11-01,1966,11,109.300003051758,"Tavg",20.5
"Naranjo Carbonal",1966-11-01,1966,11,36.5,"Tmin",21
"Naranjo Carbonal",1966-11-01,1966,11,36.5,"Tmax",29
"Naranjo Carbonal",1966-11-01,1966,11,36.5,"Tavg",25
"Pitilla",1966-11-01,1966,11,179.399993896484,"Tmin",17
"Pitilla",1966-11-01,1966,11,179.399993896484,"Tmax",24
"Pitilla",1966-11-01,1966,11,179.399993896484,"Tavg",20.5
"Rancho Harold",1966-11-01,1966,11,90.6999969482422,"Tmin",18
"Rancho Harold",1966-11-01,1966,11,90.6999969482422,"Tmax",26
"Rancho Harold",1966-11-01,1966,11,90.6999969482422,"Tavg",22
"Rincon 1000",1966-11-01,1966,11,91.0999984741211,"Tmin",17
"Rincon 1000",1966-11-01,1966,11,91.0999984741211,"Tmax",25
"Rincon 1000",1966-11-01,1966,11,91.0999984741211,"Tavg",21
"Rincon 1200",1966-11-01,1966,11,101.5,"Tmin",13
"Rincon 1200",1966-11-01,1966,11,101.5,"Tmax",21
"Rincon 1200",1966-11-01,1966,11,101.5,"Tavg",17
"Bosque Humedo",1966-12-01,1966,12,33.5,"Tmin",20
"Bosque Humedo",1966-12-01,1966,12,33.5,"Tmax",29
"Bosque Humedo",1966-12-01,1966,12,33.5,"Tavg",24.5
"Cacao Arenales",1966-12-01,1966,12,210.399993896484,"Tmin",16
"Cacao Arenales",1966-12-01,1966,12,210.399993896484,"Tmax",24
"Cacao Arenales",1966-12-01,1966,12,210.399993896484,"Tavg",20
"Cacao Sendero Circular",1966-12-01,1966,12,210.399993896484,"Tmin",16
"Cacao Sendero Circular",1966-12-01,1966,12,210.399993896484,"Tmax",24
"Cacao Sendero Circular",1966-12-01,1966,12,210.399993896484,"Tavg",20
"Gongora",1966-12-01,1966,12,129.699996948242,"Tmin",17
"Gongora",1966-12-01,1966,12,129.699996948242,"Tmax",26
"Gongora",1966-12-01,1966,12,129.699996948242,"Tavg",21.5
"Maritza",1966-12-01,1966,12,210.399993896484,"Tmin",16
"Maritza",1966-12-01,1966,12,210.399993896484,"Tmax",24
"Maritza",1966-12-01,1966,12,210.399993896484,"Tavg",20
"Naranjo Carbonal",1966-12-01,1966,12,18.3999996185303,"Tmin",21
"Naranjo Carbonal",1966-12-01,1966,12,18.3999996185303,"Tmax",30
"Naranjo Carbonal",1966-12-01,1966,12,18.3999996185303,"Tavg",25.5
"Pitilla",1966-12-01,1966,12,485.299987792969,"Tmin",16
"Pitilla",1966-12-01,1966,12,485.299987792969,"Tmax",24
"Pitilla",1966-12-01,1966,12,485.299987792969,"Tavg",20
"Rancho Harold",1966-12-01,1966,12,129.699996948242,"Tmin",17
"Rancho Harold",1966-12-01,1966,12,129.699996948242,"Tmax",26
"Rancho Harold",1966-12-01,1966,12,129.699996948242,"Tavg",21.5
"Rincon 1000",1966-12-01,1966,12,95.1999969482422,"Tmin",16
"Rincon 1000",1966-12-01,1966,12,95.1999969482422,"Tmax",25
"Rincon 1000",1966-12-01,1966,12,95.1999969482422,"Tavg",20.5
"Rincon 1200",1966-12-01,1966,12,188.5,"Tmin",12
"Rincon 1200",1966-12-01,1966,12,188.5,"Tmax",21
"Rincon 1200",1966-12-01,1966,12,188.5,"Tavg",16.5
"Bosque Humedo",1967-01-01,1967,1,3.79999995231628,"Tmin",21
"Bosque Humedo",1967-01-01,1967,1,3.79999995231628,"Tmax",30
"Bosque Humedo",1967-01-01,1967,1,3.79999995231628,"Tavg",25.5
"Cacao Arenales",1967-01-01,1967,1,54.5999984741211,"Tmin",17
"Cacao Arenales",1967-01-01,1967,1,54.5999984741211,"Tmax",25
"Cacao Arenales",1967-01-01,1967,1,54.5999984741211,"Tavg",21
"Cacao Sendero Circular",1967-01-01,1967,1,54.5999984741211,"Tmin",17
"Cacao Sendero Circular",1967-01-01,1967,1,54.5999984741211,"Tmax",25
"Cacao Sendero Circular",1967-01-01,1967,1,54.5999984741211,"Tavg",21
"Gongora",1967-01-01,1967,1,22.7999992370605,"Tmin",18
"Gongora",1967-01-01,1967,1,22.7999992370605,"Tmax",27
"Gongora",1967-01-01,1967,1,22.7999992370605,"Tavg",22.5
"Maritza",1967-01-01,1967,1,54.5999984741211,"Tmin",17
"Maritza",1967-01-01,1967,1,54.5999984741211,"Tmax",25
"Maritza",1967-01-01,1967,1,54.5999984741211,"Tavg",21
"Naranjo Carbonal",1967-01-01,1967,1,1.89999997615814,"Tmin",21
"Naranjo Carbonal",1967-01-01,1967,1,1.89999997615814,"Tmax",31
"Naranjo Carbonal",1967-01-01,1967,1,1.89999997615814,"Tavg",26
"Pitilla",1967-01-01,1967,1,239.100006103516,"Tmin",17
"Pitilla",1967-01-01,1967,1,239.100006103516,"Tmax",25
"Pitilla",1967-01-01,1967,1,239.100006103516,"Tavg",21
"Rancho Harold",1967-01-01,1967,1,22.7999992370605,"Tmin",18
"Rancho Harold",1967-01-01,1967,1,22.7999992370605,"Tmax",27
"Rancho Harold",1967-01-01,1967,1,22.7999992370605,"Tavg",22.5
"Rincon 1000",1967-01-01,1967,1,16.2999992370605,"Tmin",17
"Rincon 1000",1967-01-01,1967,1,16.2999992370605,"Tmax",26
"Rincon 1000",1967-01-01,1967,1,16.2999992370605,"Tavg",21.5
"Rincon 1200",1967-01-01,1967,1,69.1999969482422,"Tmin",13
"Rincon 1200",1967-01-01,1967,1,69.1999969482422,"Tmax",22
"Rincon 1200",1967-01-01,1967,1,69.1999969482422,"Tavg",17.5
"Bosque Humedo",1967-02-01,1967,2,2.29999995231628,"Tmin",21
"Bosque Humedo",1967-02-01,1967,2,2.29999995231628,"Tmax",31
"Bosque Humedo",1967-02-01,1967,2,2.29999995231628,"Tavg",26
"Cacao Arenales",1967-02-01,1967,2,20.6000003814697,"Tmin",17
"Cacao Arenales",1967-02-01,1967,2,20.6000003814697,"Tmax",26
"Cacao Arenales",1967-02-01,1967,2,20.6000003814697,"Tavg",21.5
"Cacao Sendero Circular",1967-02-01,1967,2,20.6000003814697,"Tmin",17
"Cacao Sendero Circular",1967-02-01,1967,2,20.6000003814697,"Tmax",26
"Cacao Sendero Circular",1967-02-01,1967,2,20.6000003814697,"Tavg",21.5
"Gongora",1967-02-01,1967,2,10.8000001907349,"Tmin",18
"Gongora",1967-02-01,1967,2,10.8000001907349,"Tmax",27
"Gongora",1967-02-01,1967,2,10.8000001907349,"Tavg",22.5
"Maritza",1967-02-01,1967,2,20.6000003814697,"Tmin",17
"Maritza",1967-02-01,1967,2,20.6000003814697,"Tmax",26
"Maritza",1967-02-01,1967,2,20.6000003814697,"Tavg",21.5
"Naranjo Carbonal",1967-02-01,1967,2,2.40000009536743,"Tmin",22
"Naranjo Carbonal",1967-02-01,1967,2,2.40000009536743,"Tmax",31
"Naranjo Carbonal",1967-02-01,1967,2,2.40000009536743,"Tavg",26.5
"Pitilla",1967-02-01,1967,2,152.899993896484,"Tmin",17
"Pitilla",1967-02-01,1967,2,152.899993896484,"Tmax",25
"Pitilla",1967-02-01,1967,2,152.899993896484,"Tavg",21
"Rancho Harold",1967-02-01,1967,2,10.8000001907349,"Tmin",18
"Rancho Harold",1967-02-01,1967,2,10.8000001907349,"Tmax",27
"Rancho Harold",1967-02-01,1967,2,10.8000001907349,"Tavg",22.5
"Rincon 1000",1967-02-01,1967,2,12.1000003814697,"Tmin",17
"Rincon 1000",1967-02-01,1967,2,12.1000003814697,"Tmax",27
"Rincon 1000",1967-02-01,1967,2,12.1000003814697,"Tavg",22
"Rincon 1200",1967-02-01,1967,2,32.2999992370605,"Tmin",13
"Rincon 1200",1967-02-01,1967,2,32.2999992370605,"Tmax",23
"Rincon 1200",1967-02-01,1967,2,32.2999992370605,"Tavg",18
"Bosque Humedo",1967-03-01,1967,3,5.59999990463257,"Tmin",21
"Bosque Humedo",1967-03-01,1967,3,5.59999990463257,"Tmax",31
"Bosque Humedo",1967-03-01,1967,3,5.59999990463257,"Tavg",26
"Cacao Arenales",1967-03-01,1967,3,10,"Tmin",17
"Cacao Arenales",1967-03-01,1967,3,10,"Tmax",26
"Cacao Arenales",1967-03-01,1967,3,10,"Tavg",21.5
"Cacao Sendero Circular",1967-03-01,1967,3,10,"Tmin",17
"Cacao Sendero Circular",1967-03-01,1967,3,10,"Tmax",26
"Cacao Sendero Circular",1967-03-01,1967,3,10,"Tavg",21.5
"Gongora",1967-03-01,1967,3,6.59999990463257,"Tmin",18
"Gongora",1967-03-01,1967,3,6.59999990463257,"Tmax",28
"Gongora",1967-03-01,1967,3,6.59999990463257,"Tavg",23
"Maritza",1967-03-01,1967,3,10,"Tmin",17
"Maritza",1967-03-01,1967,3,10,"Tmax",26
"Maritza",1967-03-01,1967,3,10,"Tavg",21.5
"Naranjo Carbonal",1967-03-01,1967,3,1.60000002384186,"Tmin",22
"Naranjo Carbonal",1967-03-01,1967,3,1.60000002384186,"Tmax",32
"Naranjo Carbonal",1967-03-01,1967,3,1.60000002384186,"Tavg",27
"Pitilla",1967-03-01,1967,3,48.9000015258789,"Tmin",17
"Pitilla",1967-03-01,1967,3,48.9000015258789,"Tmax",26
"Pitilla",1967-03-01,1967,3,48.9000015258789,"Tavg",21.5
"Rancho Harold",1967-03-01,1967,3,6.59999990463257,"Tmin",18
"Rancho Harold",1967-03-01,1967,3,6.59999990463257,"Tmax",28
"Rancho Harold",1967-03-01,1967,3,6.59999990463257,"Tavg",23
"Rincon 1000",1967-03-01,1967,3,8.5,"Tmin",17
"Rincon 1000",1967-03-01,1967,3,8.5,"Tmax",27
"Rincon 1000",1967-03-01,1967,3,8.5,"Tavg",22
"Rincon 1200",1967-03-01,1967,3,18.7999992370605,"Tmin",13
"Rincon 1200",1967-03-01,1967,3,18.7999992370605,"Tmax",23
"Rincon 1200",1967-03-01,1967,3,18.7999992370605,"Tavg",18
"Bosque Humedo",1967-04-01,1967,4,57.9000015258789,"Tmin",21
"Bosque Humedo",1967-04-01,1967,4,57.9000015258789,"Tmax",32
"Bosque Humedo",1967-04-01,1967,4,57.9000015258789,"Tavg",26.5
"Cacao Arenales",1967-04-01,1967,4,78.5,"Tmin",18
"Cacao Arenales",1967-04-01,1967,4,78.5,"Tmax",27
"Cacao Arenales",1967-04-01,1967,4,78.5,"Tavg",22.5
"Cacao Sendero Circular",1967-04-01,1967,4,78.5,"Tmin",18
"Cacao Sendero Circular",1967-04-01,1967,4,78.5,"Tmax",27
"Cacao Sendero Circular",1967-04-01,1967,4,78.5,"Tavg",22.5
"Gongora",1967-04-01,1967,4,83,"Tmin",19
"Gongora",1967-04-01,1967,4,83,"Tmax",29
"Gongora",1967-04-01,1967,4,83,"Tavg",24
"Maritza",1967-04-01,1967,4,78.5,"Tmin",18
"Maritza",1967-04-01,1967,4,78.5,"Tmax",27
"Maritza",1967-04-01,1967,4,78.5,"Tavg",22.5
"Naranjo Carbonal",1967-04-01,1967,4,63.9000015258789,"Tmin",22
"Naranjo Carbonal",1967-04-01,1967,4,63.9000015258789,"Tmax",33
"Naranjo Carbonal",1967-04-01,1967,4,63.9000015258789,"Tavg",27.5
"Pitilla",1967-04-01,1967,4,81,"Tmin",18
"Pitilla",1967-04-01,1967,4,81,"Tmax",27
"Pitilla",1967-04-01,1967,4,81,"Tavg",22.5
"Rancho Harold",1967-04-01,1967,4,83,"Tmin",19
"Rancho Harold",1967-04-01,1967,4,83,"Tmax",29
"Rancho Harold",1967-04-01,1967,4,83,"Tavg",24
"Rincon 1000",1967-04-01,1967,4,87.3000030517578,"Tmin",18
"Rincon 1000",1967-04-01,1967,4,87.3000030517578,"Tmax",28
"Rincon 1000",1967-04-01,1967,4,87.3000030517578,"Tavg",23
"Rincon 1200",1967-04-01,1967,4,80.4000015258789,"Tmin",14
"Rincon 1200",1967-04-01,1967,4,80.4000015258789,"Tmax",24
"Rincon 1200",1967-04-01,1967,4,80.4000015258789,"Tavg",19
"Bosque Humedo",1967-05-01,1967,5,122,"Tmin",22
"Bosque Humedo",1967-05-01,1967,5,122,"Tmax",31
"Bosque Humedo",1967-05-01,1967,5,122,"Tavg",26.5
"Cacao Arenales",1967-05-01,1967,5,133.699996948242,"Tmin",19
"Cacao Arenales",1967-05-01,1967,5,133.699996948242,"Tmax",27
"Cacao Arenales",1967-05-01,1967,5,133.699996948242,"Tavg",23
"Cacao Sendero Circular",1967-05-01,1967,5,133.699996948242,"Tmin",19
"Cacao Sendero Circular",1967-05-01,1967,5,133.699996948242,"Tmax",27
"Cacao Sendero Circular",1967-05-01,1967,5,133.699996948242,"Tavg",23
"Gongora",1967-05-01,1967,5,136.100006103516,"Tmin",20
"Gongora",1967-05-01,1967,5,136.100006103516,"Tmax",28
