"siteID","Year","P","Tavg","TavgNorm","PNorm","TAnom","PAnom","TempSign","PrecipSign"
"Bosque Humedo",1960,2038.20002961159,25.9166666666667,25.961590296496,1717.52903128343,-0.0449236298292881,320.670998328155,FALSE,TRUE
"Bosque Humedo",1961,1743.8000023365,25.5833333333333,25.961590296496,1717.52903128343,-0.378256963162624,26.2709710530701,FALSE,TRUE
"Bosque Humedo",1962,1725.50001442432,25.3333333333333,25.961590296496,1717.52903128343,-0.628256963162624,7.97098314089135,FALSE,TRUE
"Bosque Humedo",1963,1685.70001840591,25.7083333333333,25.961590296496,1717.52903128343,-0.253256963162624,-31.8290128775179,FALSE,FALSE
"Bosque Humedo",1964,1932.79997748136,25.5416666666667,25.961590296496,1717.52903128343,-0.419923629829288,215.270946197933,FALSE,TRUE
"Bosque Humedo",1965,1386.29999959469,25.6666666666667,25.961590296496,1717.52903128343,-0.294923629829288,-331.229031688743,FALSE,FALSE
"Bosque Humedo",1966,2024.40000271797,25.7083333333333,25.961590296496,1717.52903128343,-0.253256963162624,306.87097143454,FALSE,TRUE
"Bosque Humedo",1967,1756.29998683929,25.4166666666667,25.961590296496,1717.52903128343,-0.544923629829288,38.7709555558611,FALSE,TRUE
"Bosque Humedo",1968,1881.10002994537,25.1666666666667,25.961590296496,1717.52903128343,-0.794923629829288,163.570998661942,FALSE,TRUE
"Bosque Humedo",1969,2061.70002317428,25.5416666666667,25.961590296496,1717.52903128343,-0.419923629829288,344.170991890852,FALSE,TRUE
"Bosque Humedo",1970,1839.60001254082,25.25,25.961590296496,1717.52903128343,-0.711590296495956,122.070981257385,FALSE,TRUE
"Bosque Humedo",1971,1937.70003461838,25.125,25.961590296496,1717.52903128343,-0.836590296495956,220.171003334945,FALSE,TRUE
"Bosque Humedo",1972,1453.89999055862,25.6666666666667,25.961590296496,1717.52903128343,-0.294923629829288,-263.62904072481,FALSE,FALSE
"Bosque Humedo",1973,2115.29999756813,25.5416666666667,25.961590296496,1717.52903128343,-0.419923629829288,397.770966284698,FALSE,TRUE
"Bosque Humedo",1974,2017.70001888275,25.0833333333333,25.961590296496,1717.52903128343,-0.878256963162624,300.170987599318,FALSE,TRUE
"Bosque Humedo",1975,1934.59996163845,25.0833333333333,25.961590296496,1717.52903128343,-0.878256963162624,217.070930355017,FALSE,TRUE
"Bosque Humedo",1976,1363.499989748,25.3333333333333,25.961590296496,1717.52903128343,-0.628256963162624,-354.029041535431,FALSE,FALSE
"Bosque Humedo",1977,1467.89997208118,25.7083333333333,25.961590296496,1717.52903128343,-0.253256963162624,-249.629059202249,FALSE,FALSE
"Bosque Humedo",1978,1732.40001034737,25.75,25.961590296496,1717.52903128343,-0.211590296495956,14.8709790639334,FALSE,TRUE
"Bosque Humedo",1979,1976.69999623299,25.8181818181818,25.961590296496,1717.52903128343,-0.143408478314139,259.170964949554,FALSE,TRUE
"Bosque Humedo",1980,1866.69999098778,25.9583333333333,25.961590296496,1717.52903128343,-0.0032569631626238,149.170959704345,FALSE,TRUE
"Bosque Humedo",1981,2044.39997828007,25.7916666666667,25.961590296496,1717.52903128343,-0.169923629829288,326.870946996635,FALSE,TRUE
"Bosque Humedo",1982,1529.09996962547,25.9166666666667,25.961590296496,1717.52903128343,-0.0449236298292881,-188.429061657959,FALSE,FALSE
"Bosque Humedo",1983,1570.29999899864,26.2916666666667,25.961590296496,1717.52903128343,0.330076370170712,-147.22903228479,TRUE,FALSE
"Bosque Humedo",1984,1747.19999349117,25.4583333333333,25.961590296496,1717.52903128343,-0.503256963162624,29.6709622077399,FALSE,TRUE
