"siteID","date","Year","Month","Tmin","Tmax","Tavg","P"
"Pitilla","1992-01-01",1992,1,17,26,21.5,63.4000015258789
"Rancho Harold","1992-01-01",1992,1,19,27,23,6.19999980926514
"Rincon 1000","1992-01-01",1992,1,17,27,22,4
"Rincon 1200","1992-01-01",1992,1,14,23,18.5,17.2999992370605
"Bosque Humedo","1992-02-01",1992,2,21,31,26,1.5
"Cacao Arenales","1992-02-01",1992,2,17,26,21.5,14.1999998092651
"Cacao Sendero Circular","1992-02-01",1992,2,17,26,21.5,14.1999998092651
"Gongora","1992-02-01",1992,2,19,28,23.5,7.5
"Maritza","1992-02-01",1992,2,17,26,21.5,14.1999998092651
"Naranjo Carbonal","1992-02-01",1992,2,22,32,27,1.60000002384186
"Pitilla","1992-02-01",1992,2,17,26,21.5,107.699996948242
"Rancho Harold","1992-02-01",1992,2,19,28,23.5,7.5
"Rincon 1000","1992-02-01",1992,2,17,27,22,9
"Rincon 1200","1992-02-01",1992,2,13,23,18,23.7999992370605
"Bosque Humedo","1992-03-01",1992,3,22,33,27.5,4.59999990463257
"Cacao Arenales","1992-03-01",1992,3,19,28,23.5,7.59999990463257
"Cacao Sendero Circular","1992-03-01",1992,3,19,28,23.5,7.59999990463257
"Gongora","1992-03-01",1992,3,20,29,24.5,5.09999990463257
"Maritza","1992-03-01",1992,3,19,28,23.5,7.59999990463257
"Naranjo Carbonal","1992-03-01",1992,3,23,33,28,1.29999995231628
"Pitilla","1992-03-01",1992,3,19,27,23,36.2999992370605
"Rancho Harold","1992-03-01",1992,3,20,29,24.5,5.09999990463257
"Rincon 1000","1992-03-01",1992,3,19,29,24,6.09999990463257
"Rincon 1200","1992-03-01",1992,3,15,25,20,13.5
"Bosque Humedo","1992-04-01",1992,4,22,33,27.5,20.6000003814697
"Cacao Arenales","1992-04-01",1992,4,19,28,23.5,27.6000003814697
"Cacao Sendero Circular","1992-04-01",1992,4,19,28,23.5,27.6000003814697
"Gongora","1992-04-01",1992,4,20,30,25,29
"Maritza","1992-04-01",1992,4,19,28,23.5,27.6000003814697
"Naranjo Carbonal","1992-04-01",1992,4,23,34,28.5,22.7999992370605
"Pitilla","1992-04-01",1992,4,19,28,23.5,28.3999996185303
"Rancho Harold","1992-04-01",1992,4,20,30,25,29
"Rincon 1000","1992-04-01",1992,4,19,29,24,29.2999992370605
"Rincon 1200","1992-04-01",1992,4,15,25,20,27.1000003814697
"Bosque Humedo","1992-05-01",1992,5,23,32,27.5,143.100006103516
"Cacao Arenales","1992-05-01",1992,5,20,28,24,153.199996948242
"Cacao Sendero Circular","1992-05-01",1992,5,20,28,24,153.199996948242
"Gongora","1992-05-01",1992,5,21,29,25,155.699996948242
"Maritza","1992-05-01",1992,5,20,28,24,153.199996948242
"Naranjo Carbonal","1992-05-01",1992,5,24,33,28.5,140.199996948242
"Pitilla","1992-05-01",1992,5,20,28,24,146.399993896484
"Rancho Harold","1992-05-01",1992,5,21,29,25,155.699996948242
"Rincon 1000","1992-05-01",1992,5,20,28,24,153.600006103516
"Rincon 1200","1992-05-01",1992,5,16,25,20.5,155.199996948242
"Bosque Humedo","1992-06-01",1992,6,23,31,27,180.600006103516
"Cacao Arenales","1992-06-01",1992,6,20,27,23.5,197.5
"Cacao Sendero Circular","1992-06-01",1992,6,20,27,23.5,197.5
"Gongora","1992-06-01",1992,6,21,28,24.5,190.600006103516
"Maritza","1992-06-01",1992,6,20,27,23.5,197.5
"Naranjo Carbonal","1992-06-01",1992,6,24,31,27.5,178.100006103516
"Pitilla","1992-06-01",1992,6,20,27,23.5,195.5
"Rancho Harold","1992-06-01",1992,6,21,28,24.5,190.600006103516
"Rincon 1000","1992-06-01",1992,6,20,27,23.5,193.899993896484
"Rincon 1200","1992-06-01",1992,6,16,24,20,199.5
"Bosque Humedo","1992-07-01",1992,7,22,30,26,181.600006103516
"Cacao Arenales","1992-07-01",1992,7,19,26,22.5,282.5
"Cacao Sendero Circular","1992-07-01",1992,7,19,26,22.5,282.5
"Gongora","1992-07-01",1992,7,20,28,24,216.899993896484
"Maritza","1992-07-01",1992,7,19,26,22.5,282.5
"Naranjo Carbonal","1992-07-01",1992,7,23,31,27,139.300003051758
"Pitilla","1992-07-01",1992,7,19,26,22.5,373.299987792969
"Rancho Harold","1992-07-01",1992,7,20,28,24,216.899993896484
"Rincon 1000","1992-07-01",1992,7,19,27,23,239.399993896484
"Rincon 1200","1992-07-01",1992,7,16,23,19.5,253.699996948242
"Bosque Humedo","1992-08-01",1992,8,22,30,26,154.399993896484
"Cacao Arenales","1992-08-01",1992,8,19,26,22.5,212.600006103516
"Cacao Sendero Circular","1992-08-01",1992,8,19,26,22.5,212.600006103516
"Gongora","1992-08-01",1992,8,20,28,24,193.100006103516
"Maritza","1992-08-01",1992,8,19,26,22.5,212.600006103516
"Naranjo Carbonal","1992-08-01",1992,8,23,31,27,157.100006103516
"Pitilla","1992-08-01",1992,8,19,26,22.5,253.699996948242
"Rancho Harold","1992-08-01",1992,8,20,28,24,193.100006103516
"Rincon 1000","1992-08-01",1992,8,19,27,23,223.199996948242
"Rincon 1200","1992-08-01",1992,8,15,23,19,234.600006103516
"Bosque Humedo","1992-09-01",1992,9,22,30,26,255.100006103516
"Cacao Arenales","1992-09-01",1992,9,18,26,22,280.799987792969
"Cacao Sendero Circular","1992-09-01",1992,9,18,26,22,280.799987792969
"Gongora","1992-09-01",1992,9,19,27,23,264.399993896484
"Maritza","1992-09-01",1992,9,18,26,22,280.799987792969
"Naranjo Carbonal","1992-09-01",1992,9,22,30,26,256.799987792969
"Pitilla","1992-09-01",1992,9,18,26,22,274.399993896484
"Rancho Harold","1992-09-01",1992,9,19,27,23,264.399993896484
"Rincon 1000","1992-09-01",1992,9,18,27,22.5,273.799987792969
"Rincon 1200","1992-09-01",1992,9,15,23,19,295.5
"Bosque Humedo","1992-10-01",1992,10,22,30,26,317.399993896484
"Cacao Arenales","1992-10-01",1992,10,19,26,22.5,347.100006103516
"Cacao Sendero Circular","1992-10-01",1992,10,19,26,22.5,347.100006103516
"Gongora","1992-10-01",1992,10,20,28,24,332.100006103516
"Maritza","1992-10-01",1992,10,19,26,22.5,347.100006103516
"Naranjo Carbonal","1992-10-01",1992,10,23,30,26.5,346.399993896484
"Pitilla","1992-10-01",1992,10,19,26,22.5,349.799987792969
"Rancho Harold","1992-10-01",1992,10,20,28,24,332.100006103516
"Rincon 1000","1992-10-01",1992,10,18,27,22.5,373.200012207031
"Rincon 1200","1992-10-01",1992,10,15,23,19,375.600006103516
"Bosque Humedo","1992-11-01",1992,11,21,29,25,87.1999969482422
"Cacao Arenales","1992-11-01",1992,11,18,26,22,155.199996948242
"Cacao Sendero Circular","1992-11-01",1992,11,18,26,22,155.199996948242
"Gongora","1992-11-01",1992,11,19,27,23,130.699996948242
"Maritza","1992-11-01",1992,11,18,26,22,155.199996948242
"Naranjo Carbonal","1992-11-01",1992,11,22,30,26,60.9000015258789
"Pitilla","1992-11-01",1992,11,18,25,21.5,244.800003051758
"Rancho Harold","1992-11-01",1992,11,19,27,23,130.699996948242
"Rincon 1000","1992-11-01",1992,11,18,26,22,127.5
"Rincon 1200","1992-11-01",1992,11,14,22,18,139.899993896484
"Bosque Humedo","1992-12-01",1992,12,21,30,25.5,13.3999996185303
"Cacao Arenales","1992-12-01",1992,12,17,26,21.5,83.3000030517578
"Cacao Sendero Circular","1992-12-01",1992,12,17,26,21.5,83.3000030517578
"Gongora","1992-12-01",1992,12,19,27,23,51.4000015258789
"Maritza","1992-12-01",1992,12,17,26,21.5,83.3000030517578
"Naranjo Carbonal","1992-12-01",1992,12,22,31,26.5,7.40000009536743
"Pitilla","1992-12-01",1992,12,17,25,21,191.199996948242
"Rancho Harold","1992-12-01",1992,12,19,27,23,51.4000015258789
"Rincon 1000","1992-12-01",1992,12,17,26,21.5,37.5
"Rincon 1200","1992-12-01",1992,12,14,23,18.5,74.0999984741211
"Bosque Humedo","1993-01-01",1993,1,21,30,25.5,8.39999961853027
"Cacao Arenales","1993-01-01",1993,1,17,26,21.5,118.5
"Cacao Sendero Circular","1993-01-01",1993,1,17,26,21.5,118.5
"Gongora","1993-01-01",1993,1,18,27,22.5,49.4000015258789
"Maritza","1993-01-01",1993,1,17,26,21.5,118.5
"Naranjo Carbonal","1993-01-01",1993,1,22,31,26.5,4.09999990463257
"Pitilla","1993-01-01",1993,1,17,25,21,517.799987792969
"Rancho Harold","1993-01-01",1993,1,18,27,22.5,49.4000015258789
"Rincon 1000","1993-01-01",1993,1,17,26,21.5,34.7000007629395
"Rincon 1200","1993-01-01",1993,1,13,23,18,148
"Bosque Humedo","1993-02-01",1993,2,21,31,26,1.70000004768372
"Cacao Arenales","1993-02-01",1993,2,17,26,21.5,15.8999996185303
"Cacao Sendero Circular","1993-02-01",1993,2,17,26,21.5,15.8999996185303
"Gongora","1993-02-01",1993,2,18,28,23,8.39999961853027
"Maritza","1993-02-01",1993,2,17,26,21.5,15.8999996185303
"Naranjo Carbonal","1993-02-01",1993,2,22,32,27,1.60000002384186
"Pitilla","1993-02-01",1993,2,17,26,21.5,121.800003051758
"Rancho Harold","1993-02-01",1993,2,18,28,23,8.39999961853027
"Rincon 1000","1993-02-01",1993,2,17,27,22,10
"Rincon 1200","1993-02-01",1993,2,13,23,18,26.7000007629395
"Bosque Humedo","1993-03-01",1993,3,22,32,27,16.2999992370605
"Cacao Arenales","1993-03-01",1993,3,18,28,23,29
"Cacao Sendero Circular","1993-03-01",1993,3,18,28,23,29
"Gongora","1993-03-01",1993,3,20,29,24.5,19.2999992370605
"Maritza","1993-03-01",1993,3,18,28,23,29
"Naranjo Carbonal","1993-03-01",1993,3,23,33,28,4.59999990463257
"Pitilla","1993-03-01",1993,3,18,27,22.5,142
"Rancho Harold","1993-03-01",1993,3,20,29,24.5,19.2999992370605
"Rincon 1000","1993-03-01",1993,3,18,28,23,24.7000007629395
"Rincon 1200","1993-03-01",1993,3,15,24,19.5,54.2999992370605
"Bosque Humedo","1993-04-01",1993,4,23,33,28,20.7000007629395
"Cacao Arenales","1993-04-01",1993,4,19,29,24,27.7000007629395
"Cacao Sendero Circular","1993-04-01",1993,4,19,29,24,27.7000007629395
"Gongora","1993-04-01",1993,4,20,30,25,29.2999992370605
"Maritza","1993-04-01",1993,4,19,29,24,27.7000007629395
"Naranjo Carbonal","1993-04-01",1993,4,24,34,29,23
"Pitilla","1993-04-01",1993,4,19,28,23.5,28.6000003814697
"Rancho Harold","1993-04-01",1993,4,20,30,25,29.2999992370605
"Rincon 1000","1993-04-01",1993,4,19,29,24,30.1000003814697
"Rincon 1200","1993-04-01",1993,4,16,25,20.5,27.7999992370605
"Bosque Humedo","1993-05-01",1993,5,23,31,27,215.100006103516
"Cacao Arenales","1993-05-01",1993,5,19,27,23,230.899993896484
"Cacao Sendero Circular","1993-05-01",1993,5,19,27,23,230.899993896484
"Gongora","1993-05-01",1993,5,20,29,24.5,235
"Maritza","1993-05-01",1993,5,19,27,23,230.899993896484
"Naranjo Carbonal","1993-05-01",1993,5,23,32,27.5,210.899993896484
"Pitilla","1993-05-01",1993,5,19,27,23,220.600006103516
"Rancho Harold","1993-05-01",1993,5,20,29,24.5,235
"Rincon 1000","1993-05-01",1993,5,19,28,23.5,234.600006103516
"Rincon 1200","1993-05-01",1993,5,16,24,20,236.600006103516
"Bosque Humedo","1993-06-01",1993,6,23,30,26.5,334.600006103516
"Cacao Arenales","1993-06-01",1993,6,20,27,23.5,366.5
"Cacao Sendero Circular","1993-06-01",1993,6,20,27,23.5,366.5
"Gongora","1993-06-01",1993,6,21,28,24.5,354.100006103516
"Maritza","1993-06-01",1993,6,20,27,23.5,366.5
"Naranjo Carbonal","1993-06-01",1993,6,24,31,27.5,330.200012207031
"Pitilla","1993-06-01",1993,6,19,27,23,362.799987792969
"Rancho Harold","1993-06-01",1993,6,21,28,24.5,354.100006103516
"Rincon 1000","1993-06-01",1993,6,19,27,23,363.299987792969
"Rincon 1200","1993-06-01",1993,6,16,24,20,373.299987792969
"Bosque Humedo","1993-07-01",1993,7,23,30,26.5,151
"Cacao Arenales","1993-07-01",1993,7,19,27,23,234.800003051758
"Cacao Sendero Circular","1993-07-01",1993,7,19,27,23,234.800003051758
"Gongora","1993-07-01",1993,7,20,28,24,180.399993896484
"Maritza","1993-07-01",1993,7,19,27,23,234.800003051758
"Naranjo Carbonal","1993-07-01",1993,7,23,31,27,115.900001525879
"Pitilla","1993-07-01",1993,7,19,26,22.5,309.899993896484
"Rancho Harold","1993-07-01",1993,7,20,28,24,180.399993896484
"Rincon 1000","1993-07-01",1993,7,19,27,23,199.899993896484
"Rincon 1200","1993-07-01",1993,7,16,24,20,211.600006103516
"Bosque Humedo","1993-08-01",1993,8,22,30,26,230.199996948242
"Cacao Arenales","1993-08-01",1993,8,19,27,23,317
"Cacao Sendero Circular","1993-08-01",1993,8,19,27,23,317
"Gongora","1993-08-01",1993,8,20,28,24,287.399993896484
"Maritza","1993-08-01",1993,8,19,27,23,317
"Naranjo Carbonal","1993-08-01",1993,8,23,31,27,234.100006103516
"Pitilla","1993-08-01",1993,8,19,26,22.5,378.799987792969
"Rancho Harold","1993-08-01",1993,8,20,28,24,287.399993896484
"Rincon 1000","1993-08-01",1993,8,19,27,23,328.899993896484
"Rincon 1200","1993-08-01",1993,8,15,23,19,346.600006103516
"Bosque Humedo","1993-09-01",1993,9,21,29,25,379.5
"Cacao Arenales","1993-09-01",1993,9,18,26,22,417
"Cacao Sendero Circular","1993-09-01",1993,9,18,26,22,417
"Gongora","1993-09-01",1993,9,19,27,23,392.299987792969
"Maritza","1993-09-01",1993,9,18,26,22,417
"Naranjo Carbonal","1993-09-01",1993,9,22,30,26,382.5
"Pitilla","1993-09-01",1993,9,18,26,22,407.600006103516
"Rancho Harold","1993-09-01",1993,9,19,27,23,392.299987792969
"Rincon 1000","1993-09-01",1993,9,18,26,22,403.5
"Rincon 1200","1993-09-01",1993,9,15,23,19,436.100006103516
"Bosque Humedo","1993-10-01",1993,10,22,30,26,313.399993896484
"Cacao Arenales","1993-10-01",1993,10,19,27,23,342.899993896484
"Cacao Sendero Circular","1993-10-01",1993,10,19,27,23,342.899993896484
"Gongora","1993-10-01",1993,10,20,28,24,327.899993896484
"Maritza","1993-10-01",1993,10,19,27,23,342.899993896484
"Naranjo Carbonal","1993-10-01",1993,10,23,31,27,341.700012207031
"Pitilla","1993-10-01",1993,10,19,26,22.5,345.700012207031
"Rancho Harold","1993-10-01",1993,10,20,28,24,327.899993896484
"Rincon 1000","1993-10-01",1993,10,19,27,23,368.100006103516
"Rincon 1200","1993-10-01",1993,10,15,24,19.5,370.600006103516
"Bosque Humedo","1993-11-01",1993,11,22,30,26,65.6999969482422
"Cacao Arenales","1993-11-01",1993,11,18,26,22,121.400001525879
"Cacao Sendero Circular","1993-11-01",1993,11,18,26,22,121.400001525879
"Gongora","1993-11-01",1993,11,19,27,23,101.599998474121
"Maritza","1993-11-01",1993,11,18,26,22,121.400001525879
"Naranjo Carbonal","1993-11-01",1993,11,22,30,26,44.7000007629395
"Pitilla","1993-11-01",1993,11,18,25,21.5,193.800003051758
"Rancho Harold","1993-11-01",1993,11,19,27,23,101.599998474121
"Rincon 1000","1993-11-01",1993,11,18,26,22,99.9000015258789
"Rincon 1200","1993-11-01",1993,11,15,22,18.5,110.199996948242
"Bosque Humedo","1993-12-01",1993,12,21,30,25.5,14.6000003814697
"Cacao Arenales","1993-12-01",1993,12,17,25,21,90.5
"Cacao Sendero Circular","1993-12-01",1993,12,17,25,21,90.5
"Gongora","1993-12-01",1993,12,18,27,22.5,55.7999992370605
"Maritza","1993-12-01",1993,12,17,25,21,90.5
"Naranjo Carbonal","1993-12-01",1993,12,21,31,26,8.10000038146973
"Pitilla","1993-12-01",1993,12,17,25,21,208
"Rancho Harold","1993-12-01",1993,12,18,27,22.5,55.7999992370605
"Rincon 1000","1993-12-01",1993,12,17,26,21.5,40.4000015258789
"Rincon 1200","1993-12-01",1993,12,13,22,17.5,80
"Bosque Humedo","1994-01-01",1994,1,21,30,25.5,1
"Cacao Arenales","1994-01-01",1994,1,17,26,21.5,13.8999996185303
"Cacao Sendero Circular","1994-01-01",1994,1,17,26,21.5,13.8999996185303
"Gongora","1994-01-01",1994,1,18,27,22.5,5.59999990463257
"Maritza","1994-01-01",1994,1,17,26,21.5,13.8999996185303
"Naranjo Carbonal","1994-01-01",1994,1,22,31,26.5,0.5
"Pitilla","1994-01-01",1994,1,17,25,21,60.5999984741211
"Rancho Harold","1994-01-01",1994,1,18,27,22.5,5.59999990463257
"Rincon 1000","1994-01-01",1994,1,17,26,21.5,2.79999995231628
"Rincon 1200","1994-01-01",1994,1,13,23,18,12.6999998092651
"Bosque Humedo","1994-02-01",1994,2,21,31,26,1.10000002384186
"Cacao Arenales","1994-02-01",1994,2,17,26,21.5,9.80000019073486
"Cacao Sendero Circular","1994-02-01",1994,2,17,26,21.5,9.80000019073486
"Gongora","1994-02-01",1994,2,18,28,23,5.09999990463257
"Maritza","1994-02-01",1994,2,17,26,21.5,9.80000019073486
"Naranjo Carbonal","1994-02-01",1994,2,22,32,27,1.10000002384186
"Pitilla","1994-02-01",1994,2,17,26,21.5,73.8000030517578
"Rancho Harold","1994-02-01",1994,2,18,28,23,5.09999990463257
"Rincon 1000","1994-02-01",1994,2,17,27,22,5.30000019073486
"Rincon 1200","1994-02-01",1994,2,13,23,18,14.5
"Bosque Humedo","1994-03-01",1994,3,22,32,27,3
"Cacao Arenales","1994-03-01",1994,3,18,28,23,4.80000019073486
"Cacao Sendero Circular","1994-03-01",1994,3,18,28,23,4.80000019073486
"Gongora","1994-03-01",1994,3,20,29,24.5,3.20000004768372
"Maritza","1994-03-01",1994,3,18,28,23,4.80000019073486
"Naranjo Carbonal","1994-03-01",1994,3,23,33,28,0.899999976158142
"Pitilla","1994-03-01",1994,3,18,27,22.5,22.7000007629395
"Rancho Harold","1994-03-01",1994,3,20,29,24.5,3.20000004768372
"Rincon 1000","1994-03-01",1994,3,18,28,23,3.70000004768372
"Rincon 1200","1994-03-01",1994,3,15,25,20,8.19999980926514
"Bosque Humedo","1994-04-01",1994,4,22,33,27.5,28.7000007629395
"Cacao Arenales","1994-04-01",1994,4,19,28,23.5,38.2000007629395
"Cacao Sendero Circular","1994-04-01",1994,4,19,28,23.5,38.2000007629395
"Gongora","1994-04-01",1994,4,20,30,25,40.4000015258789
"Maritza","1994-04-01",1994,4,19,28,23.5,38.2000007629395
"Naranjo Carbonal","1994-04-01",1994,4,24,34,29,32
"Pitilla","1994-04-01",1994,4,19,28,23.5,39.2000007629395
"Rancho Harold","1994-04-01",1994,4,20,30,25,40.4000015258789
"Rincon 1000","1994-04-01",1994,4,19,29,24,41.5999984741211
"Rincon 1200","1994-04-01",1994,4,15,25,20,38.4000015258789
"Bosque Humedo","1994-05-01",1994,5,23,32,27.5,205.5
"Cacao Arenales","1994-05-01",1994,5,19,27,23,222.199996948242
"Cacao Sendero Circular","1994-05-01",1994,5,19,27,23,222.199996948242
"Gongora","1994-05-01",1994,5,21,29,25,226.300003051758
"Maritza","1994-05-01",1994,5,19,27,23,222.199996948242
"Naranjo Carbonal","1994-05-01",1994,5,24,32,28,201.100006103516
"Pitilla","1994-05-01",1994,5,19,27,23,212.899993896484
"Rancho Harold","1994-05-01",1994,5,21,29,25,226.300003051758
"Rincon 1000","1994-05-01",1994,5,19,28,23.5,227.800003051758
"Rincon 1200","1994-05-01",1994,5,16,24,20,229.699996948242
"Bosque Humedo","1994-06-01",1994,6,23,30,26.5,183
"Cacao Arenales","1994-06-01",1994,6,19,27,23,205.600006103516
"Cacao Sendero Circular","1994-06-01",1994,6,19,27,23,205.600006103516
"Gongora","1994-06-01",1994,6,21,28,24.5,199.100006103516
"Maritza","1994-06-01",1994,6,19,27,23,205.600006103516
"Naranjo Carbonal","1994-06-01",1994,6,24,31,27.5,179.5
"Pitilla","1994-06-01",1994,6,19,27,23,205
"Rancho Harold","1994-06-01",1994,6,21,28,24.5,199.100006103516
"Rincon 1000","1994-06-01",1994,6,19,27,23,211.899993896484
"Rincon 1200","1994-06-01",1994,6,16,24,20,217.199996948242
"Bosque Humedo","1994-07-01",1994,7,23,30,26.5,99.1999969482422
"Cacao Arenales","1994-07-01",1994,7,19,27,23,153.600006103516
"Cacao Sendero Circular","1994-07-01",1994,7,19,27,23,153.600006103516
"Gongora","1994-07-01",1994,7,20,28,24,117.599998474121
"Maritza","1994-07-01",1994,7,19,27,23,153.600006103516
"Naranjo Carbonal","1994-07-01",1994,7,23,31,27,75.9000015258789
"Pitilla","1994-07-01",1994,7,19,26,22.5,203
"Rancho Harold","1994-07-01",1994,7,20,28,24,117.599998474121
"Rincon 1000","1994-07-01",1994,7,19,27,23,126.900001525879
"Rincon 1200","1994-07-01",1994,7,16,24,20,135
"Bosque Humedo","1994-08-01",1994,8,22,31,26.5,59.2000007629395
"Cacao Arenales","1994-08-01",1994,8,19,27,23,82
"Cacao Sendero Circular","1994-08-01",1994,8,19,27,23,82
"Gongora","1994-08-01",1994,8,20,28,24,73.1999969482422
"Maritza","1994-08-01",1994,8,19,27,23,82
"Naranjo Carbonal","1994-08-01",1994,8,23,31,27,58.9000015258789
"Pitilla","1994-08-01",1994,8,19,27,23,98.5999984741211
"Rancho Harold","1994-08-01",1994,8,20,28,24,73.1999969482422
"Rincon 1000","1994-08-01",1994,8,19,27,23,77.8000030517578
"Rincon 1200","1994-08-01",1994,8,16,24,20,83.4000015258789
"Bosque Humedo","1994-09-01",1994,9,22,30,26,346.600006103516
"Cacao Arenales","1994-09-01",1994,9,19,27,23,383.899993896484
"Cacao Sendero Circular","1994-09-01",1994,9,19,27,23,383.899993896484
"Gongora","1994-09-01",1994,9,20,28,24,361.600006103516
"Maritza","1994-09-01",1994,9,19,27,23,383.899993896484
"Naranjo Carbonal","1994-09-01",1994,9,23,31,27,348.700012207031
"Pitilla","1994-09-01",1994,9,19,27,23,376.100006103516
"Rancho Harold","1994-09-01",1994,9,20,28,24,361.600006103516
"Rincon 1000","1994-09-01",1994,9,19,27,23,377
"Rincon 1200","1994-09-01",1994,9,15,24,19.5,407
"Bosque Humedo","1994-10-01",1994,10,22,30,26,358
"Cacao Arenales","1994-10-01",1994,10,18,26,22,392.399993896484
"Cacao Sendero Circular","1994-10-01",1994,10,18,26,22,392.399993896484
"Gongora","1994-10-01",1994,10,19,27,23,375.899993896484
"Maritza","1994-10-01",1994,10,18,26,22,392.399993896484
"Naranjo Carbonal","1994-10-01",1994,10,23,30,26.5,391.200012207031
"Pitilla","1994-10-01",1994,10,18,26,22,395.5
"Rancho Harold","1994-10-01",1994,10,19,27,23,375.899993896484
"Rincon 1000","1994-10-01",1994,10,18,27,22.5,426.399993896484
"Rincon 1200","1994-10-01",1994,10,15,23,19,428.600006103516
"Bosque Humedo","1994-11-01",1994,11,21,29,25,164.399993896484
"Cacao Arenales","1994-11-01",1994,11,18,25,21.5,301.899993896484
"Cacao Sendero Circular","1994-11-01",1994,11,18,25,21.5,301.899993896484
"Gongora","1994-11-01",1994,11,19,27,23,253.899993896484
"Maritza","1994-11-01",1994,11,18,25,21.5,301.899993896484
"Naranjo Carbonal","1994-11-01",1994,11,22,30,26,113
"Pitilla","1994-11-01",1994,11,18,25,21.5,480.399993896484
"Rancho Harold","1994-11-01",1994,11,19,27,23,253.899993896484
"Rincon 1000","1994-11-01",1994,11,18,26,22,255.100006103516
"Rincon 1200","1994-11-01",1994,11,14,22,18,279.799987792969
"Bosque Humedo","1994-12-01",1994,12,21,30,25.5,13.1000003814697
"Cacao Arenales","1994-12-01",1994,12,17,26,21.5,83.9000015258789
"Cacao Sendero Circular","1994-12-01",1994,12,17,26,21.5,83.9000015258789
"Gongora","1994-12-01",1994,12,19,27,23,51.5
"Maritza","1994-12-01",1994,12,17,26,21.5,83.9000015258789
"Naranjo Carbonal","1994-12-01",1994,12,22,31,26.5,7.09999990463257
"Pitilla","1994-12-01",1994,12,17,25,21,194.899993896484
"Rancho Harold","1994-12-01",1994,12,19,27,23,51.5
"Rincon 1000","1994-12-01",1994,12,17,26,21.5,37.7999992370605
"Rincon 1200","1994-12-01",1994,12,14,22,18,75.1999969482422
"Bosque Humedo","1995-01-01",1995,1,21,31,26,1.5
"Cacao Arenales","1995-01-01",1995,1,18,26,22,20.7000007629395
"Cacao Sendero Circular","1995-01-01",1995,1,18,26,22,20.7000007629395
"Gongora","1995-01-01",1995,1,19,28,23.5,8.39999961853027
"Maritza","1995-01-01",1995,1,18,26,22,20.7000007629395
"Naranjo Carbonal","1995-01-01",1995,1,22,32,27,0.699999988079071
"Pitilla","1995-01-01",1995,1,18,26,22,90.3000030517578
"Rancho Harold","1995-01-01",1995,1,19,28,23.5,8.39999961853027
"Rincon 1000","1995-01-01",1995,1,18,27,22.5,4.80000019073486
"Rincon 1200","1995-01-01",1995,1,14,23,18.5,21.2000007629395
"Bosque Humedo","1995-02-01",1995,2,21,31,26,0.800000011920929
"Cacao Arenales","1995-02-01",1995,2,17,27,22,7.59999990463257
"Cacao Sendero Circular","1995-02-01",1995,2,17,27,22,7.59999990463257
"Gongora","1995-02-01",1995,2,19,28,23.5,4
"Maritza","1995-02-01",1995,2,17,27,22,7.59999990463257
"Naranjo Carbonal","1995-02-01",1995,2,22,32,27,0.899999976158142
"Pitilla","1995-02-01",1995,2,17,26,21.5,57.5
"Rancho Harold","1995-02-01",1995,2,19,28,23.5,4
"Rincon 1000","1995-02-01",1995,2,17,27,22,4.30000019073486
"Rincon 1200","1995-02-01",1995,2,13,23,18,11.5
"Bosque Humedo","1995-03-01",1995,3,22,32,27,20.5
"Cacao Arenales","1995-03-01",1995,3,18,28,23,36
"Cacao Sendero Circular","1995-03-01",1995,3,18,28,23,36
"Gongora","1995-03-01",1995,3,20,29,24.5,24.2000007629395
"Maritza","1995-03-01",1995,3,18,28,23,36
"Naranjo Carbonal","1995-03-01",1995,3,23,33,28,5.80000019073486
"Pitilla","1995-03-01",1995,3,18,27,22.5,174.899993896484
"Rancho Harold","1995-03-01",1995,3,20,29,24.5,24.2000007629395
"Rincon 1000","1995-03-01",1995,3,18,28,23,32.2999992370605
"Rincon 1200","1995-03-01",1995,3,15,25,20,70.5
"Bosque Humedo","1995-04-01",1995,4,22,33,27.5,78.1999969482422
"Cacao Arenales","1995-04-01",1995,4,19,28,23.5,103.400001525879
"Cacao Sendero Circular","1995-04-01",1995,4,19,28,23.5,103.400001525879
"Gongora","1995-04-01",1995,4,20,30,25,109.800003051758
"Maritza","1995-04-01",1995,4,19,28,23.5,103.400001525879
"Naranjo Carbonal","1995-04-01",1995,4,24,34,29,88
"Pitilla","1995-04-01",1995,4,19,28,23.5,105.699996948242
"Rancho Harold","1995-04-01",1995,4,20,30,25,109.800003051758
"Rincon 1000","1995-04-01",1995,4,19,29,24,115.400001525879
"Rincon 1200","1995-04-01",1995,4,15,25,20,105.800003051758
"Bosque Humedo","1995-05-01",1995,5,23,32,27.5,213.5
"Cacao Arenales","1995-05-01",1995,5,19,27,23,227.199996948242
"Cacao Sendero Circular","1995-05-01",1995,5,19,27,23,227.199996948242
"Gongora","1995-05-01",1995,5,20,29,24.5,232.800003051758
"Maritza","1995-05-01",1995,5,19,27,23,227.199996948242
"Naranjo Carbonal","1995-05-01",1995,5,24,32,28,212.100006103516
"Pitilla","1995-05-01",1995,5,19,27,23,216.199996948242
"Rancho Harold","1995-05-01",1995,5,20,29,24.5,232.800003051758
"Rincon 1000","1995-05-01",1995,5,19,28,23.5,237.600006103516
"Rincon 1200","1995-05-01",1995,5,16,24,20,238.300003051758
"Bosque Humedo","1995-06-01",1995,6,22,30,26,327.299987792969
"Cacao Arenales","1995-06-01",1995,6,19,26,22.5,356.5
