"siteID","date","Year","Month","Tmin","Tmax","Tavg","P"
"Naranjo Carbonal","1967-04-01",1967,4,22,33,27.5,63.9000015258789
"Pitilla","1967-04-01",1967,4,18,27,22.5,81
"Rancho Harold","1967-04-01",1967,4,19,29,24,83
"Rincon 1000","1967-04-01",1967,4,18,28,23,87.3000030517578
"Rincon 1200","1967-04-01",1967,4,14,24,19,80.4000015258789
"Bosque Humedo","1967-05-01",1967,5,22,31,26.5,122
"Cacao Arenales","1967-05-01",1967,5,19,27,23,133.699996948242
"Cacao Sendero Circular","1967-05-01",1967,5,19,27,23,133.699996948242
"Gongora","1967-05-01",1967,5,20,28,24,136.100006103516
"Maritza","1967-05-01",1967,5,19,27,23,133.699996948242
"Naranjo Carbonal","1967-05-01",1967,5,23,32,27.5,118.900001525879
"Pitilla","1967-05-01",1967,5,19,27,23,128.699996948242
"Rancho Harold","1967-05-01",1967,5,20,28,24,136.100006103516
"Rincon 1000","1967-05-01",1967,5,19,27,23,138.199996948242
"Rincon 1200","1967-05-01",1967,5,15,24,19.5,139.5
"Bosque Humedo","1967-06-01",1967,6,21,29,25,272.899993896484
"Cacao Arenales","1967-06-01",1967,6,18,25,21.5,300.299987792969
"Cacao Sendero Circular","1967-06-01",1967,6,18,25,21.5,300.299987792969
"Gongora","1967-06-01",1967,6,19,26,22.5,289.399993896484
"Maritza","1967-06-01",1967,6,18,25,21.5,300.299987792969
"Naranjo Carbonal","1967-06-01",1967,6,22,29,25.5,268.700012207031
"Pitilla","1967-06-01",1967,6,18,25,21.5,298.200012207031
"Rancho Harold","1967-06-01",1967,6,19,26,22.5,289.399993896484
"Rincon 1000","1967-06-01",1967,6,18,26,22,294.200012207031
"Rincon 1200","1967-06-01",1967,6,14,22,18,303.299987792969
"Bosque Humedo","1967-07-01",1967,7,21,29,25,152.399993896484
"Cacao Arenales","1967-07-01",1967,7,18,25,21.5,237
"Cacao Sendero Circular","1967-07-01",1967,7,18,25,21.5,237
"Gongora","1967-07-01",1967,7,19,27,23,182.199996948242
"Maritza","1967-07-01",1967,7,18,25,21.5,237
"Naranjo Carbonal","1967-07-01",1967,7,22,30,26,116.900001525879
"Pitilla","1967-07-01",1967,7,18,25,21.5,313
"Rancho Harold","1967-07-01",1967,7,19,27,23,182.199996948242
"Rincon 1000","1967-07-01",1967,7,18,26,22,202.199996948242
"Rincon 1200","1967-07-01",1967,7,15,22,18.5,214
"Bosque Humedo","1967-08-01",1967,8,21,29,25,260.5
"Cacao Arenales","1967-08-01",1967,8,18,26,22,361.700012207031
"Cacao Sendero Circular","1967-08-01",1967,8,18,26,22,361.700012207031
"Gongora","1967-08-01",1967,8,19,27,23,327.600006103516
"Maritza","1967-08-01",1967,8,18,26,22,361.700012207031
"Naranjo Carbonal","1967-08-01",1967,8,22,30,26,263.799987792969
"Pitilla","1967-08-01",1967,8,18,26,22,433.5
"Rancho Harold","1967-08-01",1967,8,19,27,23,327.600006103516
"Rincon 1000","1967-08-01",1967,8,18,26,22,376.100006103516
"Rincon 1200","1967-08-01",1967,8,15,23,19,396.700012207031
"Bosque Humedo","1967-09-01",1967,9,21,29,25,407.299987792969
"Cacao Arenales","1967-09-01",1967,9,17,25,21,443.200012207031
"Cacao Sendero Circular","1967-09-01",1967,9,17,25,21,443.200012207031
"Gongora","1967-09-01",1967,9,18,27,22.5,418
"Maritza","1967-09-01",1967,9,17,25,21,443.200012207031
"Naranjo Carbonal","1967-09-01",1967,9,21,29,25,412.600006103516
"Pitilla","1967-09-01",1967,9,17,25,21,431.100006103516
"Rancho Harold","1967-09-01",1967,9,18,27,22.5,418
"Rincon 1000","1967-09-01",1967,9,17,26,21.5,432.100006103516
"Rincon 1200","1967-09-01",1967,9,14,22,18,465.399993896484
"Bosque Humedo","1967-10-01",1967,10,21,29,25,336.700012207031
"Cacao Arenales","1967-10-01",1967,10,17,25,21,371.100006103516
"Cacao Sendero Circular","1967-10-01",1967,10,17,25,21,371.100006103516
"Gongora","1967-10-01",1967,10,18,26,22,355.299987792969
"Maritza","1967-10-01",1967,10,17,25,21,371.100006103516
"Naranjo Carbonal","1967-10-01",1967,10,22,29,25.5,366.200012207031
"Pitilla","1967-10-01",1967,10,17,25,21,374.600006103516
"Rancho Harold","1967-10-01",1967,10,18,26,22,355.299987792969
"Rincon 1000","1967-10-01",1967,10,17,26,21.5,404.299987792969
"Rincon 1200","1967-10-01",1967,10,14,22,18,406.5
"Bosque Humedo","1967-11-01",1967,11,21,29,25,100.099998474121
"Cacao Arenales","1967-11-01",1967,11,17,25,21,191.399993896484
"Cacao Sendero Circular","1967-11-01",1967,11,17,25,21,191.399993896484
"Gongora","1967-11-01",1967,11,18,26,22,159.399993896484
"Maritza","1967-11-01",1967,11,17,25,21,191.399993896484
"Naranjo Carbonal","1967-11-01",1967,11,22,30,26,67.3000030517578
"Pitilla","1967-11-01",1967,11,17,24,20.5,310.399993896484
"Rancho Harold","1967-11-01",1967,11,18,26,22,159.399993896484
"Rincon 1000","1967-11-01",1967,11,17,25,21,157.699996948242
"Rincon 1200","1967-11-01",1967,11,14,22,18,175.100006103516
"Bosque Humedo","1967-12-01",1967,12,20,29,24.5,34.7999992370605
"Cacao Arenales","1967-12-01",1967,12,17,25,21,207.600006103516
"Cacao Sendero Circular","1967-12-01",1967,12,17,25,21,207.600006103516
"Gongora","1967-12-01",1967,12,18,26,22,128.100006103516
"Maritza","1967-12-01",1967,12,17,25,21,207.600006103516
"Naranjo Carbonal","1967-12-01",1967,12,21,30,25.5,19.3999996185303
"Pitilla","1967-12-01",1967,12,17,25,21,470.700012207031
"Rancho Harold","1967-12-01",1967,12,18,26,22,128.100006103516
"Rincon 1000","1967-12-01",1967,12,17,26,21.5,89.4000015258789
"Rincon 1200","1967-12-01",1967,12,13,22,17.5,177
"Bosque Humedo","1968-01-01",1968,1,21,30,25.5,6
"Cacao Arenales","1968-01-01",1968,1,17,25,21,88.1999969482422
"Cacao Sendero Circular","1968-01-01",1968,1,17,25,21,88.1999969482422
"Gongora","1968-01-01",1968,1,18,27,22.5,36.7999992370605
"Maritza","1968-01-01",1968,1,17,25,21,88.1999969482422
"Naranjo Carbonal","1968-01-01",1968,1,21,31,26,2.90000009536743
"Pitilla","1968-01-01",1968,1,17,25,21,389.100006103516
"Rancho Harold","1968-01-01",1968,1,18,27,22.5,36.7999992370605
"Rincon 1000","1968-01-01",1968,1,17,26,21.5,27
"Rincon 1200","1968-01-01",1968,1,13,22,17.5,114.900001525879
"Bosque Humedo","1968-02-01",1968,2,20,30,25,4.80000019073486
"Cacao Arenales","1968-02-01",1968,2,16,25,20.5,47.7999992370605
"Cacao Sendero Circular","1968-02-01",1968,2,16,25,20.5,47.7999992370605
"Gongora","1968-02-01",1968,2,17,27,22,25.1000003814697
"Maritza","1968-02-01",1968,2,16,25,20.5,47.7999992370605
"Naranjo Carbonal","1968-02-01",1968,2,21,31,26,4.59999990463257
"Pitilla","1968-02-01",1968,2,16,25,20.5,370
"Rancho Harold","1968-02-01",1968,2,17,27,22,25.1000003814697
"Rincon 1000","1968-02-01",1968,2,16,26,21,31.3999996185303
"Rincon 1200","1968-02-01",1968,2,12,22,17,83.8000030517578
"Bosque Humedo","1968-03-01",1968,3,20,31,25.5,8.89999961853027
"Cacao Arenales","1968-03-01",1968,3,17,26,21.5,17.2000007629395
"Cacao Sendero Circular","1968-03-01",1968,3,17,26,21.5,17.2000007629395
"Gongora","1968-03-01",1968,3,18,27,22.5,11.3999996185303
"Maritza","1968-03-01",1968,3,17,26,21.5,17.2000007629395
"Naranjo Carbonal","1968-03-01",1968,3,21,31,26,2.40000009536743
"Pitilla","1968-03-01",1968,3,17,26,21.5,86.5
"Rancho Harold","1968-03-01",1968,3,18,27,22.5,11.3999996185303
"Rincon 1000","1968-03-01",1968,3,17,27,22,15.1999998092651
"Rincon 1200","1968-03-01",1968,3,13,23,18,33.7000007629395
"Bosque Humedo","1968-04-01",1968,4,21,32,26.5,20.7999992370605
"Cacao Arenales","1968-04-01",1968,4,18,27,22.5,28.2999992370605
"Cacao Sendero Circular","1968-04-01",1968,4,18,27,22.5,28.2999992370605
"Gongora","1968-04-01",1968,4,19,29,24,29.7999992370605
"Maritza","1968-04-01",1968,4,18,27,22.5,28.2999992370605
"Naranjo Carbonal","1968-04-01",1968,4,22,32,27,22.8999996185303
"Pitilla","1968-04-01",1968,4,18,27,22.5,29.2000007629395
"Rancho Harold","1968-04-01",1968,4,19,29,24,29.7999992370605
"Rincon 1000","1968-04-01",1968,4,18,28,23,31.2999992370605
"Rincon 1200","1968-04-01",1968,4,14,24,19,28.8999996185303
"Bosque Humedo","1968-05-01",1968,5,21,30,25.5,344.600006103516
"Cacao Arenales","1968-05-01",1968,5,18,26,22,366.100006103516
"Cacao Sendero Circular","1968-05-01",1968,5,18,26,22,366.100006103516
"Gongora","1968-05-01",1968,5,19,27,23,372.5
"Maritza","1968-05-01",1968,5,18,26,22,366.100006103516
"Naranjo Carbonal","1968-05-01",1968,5,22,31,26.5,339
"Pitilla","1968-05-01",1968,5,18,26,22,348.899993896484
"Rancho Harold","1968-05-01",1968,5,19,27,23,372.5
"Rincon 1000","1968-05-01",1968,5,18,26,22,366.899993896484
"Rincon 1200","1968-05-01",1968,5,14,23,18.5,370.299987792969
"Bosque Humedo","1968-06-01",1968,6,21,29,25,350.600006103516
"Cacao Arenales","1968-06-01",1968,6,18,25,21.5,387.799987792969
"Cacao Sendero Circular","1968-06-01",1968,6,18,25,21.5,387.799987792969
"Gongora","1968-06-01",1968,6,19,26,22.5,373.700012207031
"Maritza","1968-06-01",1968,6,18,25,21.5,387.799987792969
"Naranjo Carbonal","1968-06-01",1968,6,22,29,25.5,344
"Pitilla","1968-06-01",1968,6,18,25,21.5,385.5
"Rancho Harold","1968-06-01",1968,6,19,26,22.5,373.700012207031
"Rincon 1000","1968-06-01",1968,6,18,25,21.5,382.100006103516
"Rincon 1200","1968-06-01",1968,6,14,22,18,393.799987792969
"Bosque Humedo","1968-07-01",1968,7,22,29,25.5,164.100006103516
"Cacao Arenales","1968-07-01",1968,7,18,26,22,252.899993896484
"Cacao Sendero Circular","1968-07-01",1968,7,18,26,22,252.899993896484
"Gongora","1968-07-01",1968,7,19,27,23,194.5
"Maritza","1968-07-01",1968,7,18,26,22,252.899993896484
"Naranjo Carbonal","1968-07-01",1968,7,22,30,26,126.599998474121
"Pitilla","1968-07-01",1968,7,18,25,21.5,333.299987792969
"Rancho Harold","1968-07-01",1968,7,19,27,23,194.5
"Rincon 1000","1968-07-01",1968,7,18,26,22,213.399993896484
"Rincon 1200","1968-07-01",1968,7,15,23,19,226.100006103516
"Bosque Humedo","1968-08-01",1968,8,21,30,25.5,145.899993896484
"Cacao Arenales","1968-08-01",1968,8,18,26,22,201.699996948242
"Cacao Sendero Circular","1968-08-01",1968,8,18,26,22,201.699996948242
"Gongora","1968-08-01",1968,8,19,27,23,182.800003051758
"Maritza","1968-08-01",1968,8,18,26,22,201.699996948242
"Naranjo Carbonal","1968-08-01",1968,8,22,30,26,148.199996948242
"Pitilla","1968-08-01",1968,8,18,26,22,241.300003051758
"Rancho Harold","1968-08-01",1968,8,19,27,23,182.800003051758
"Rincon 1000","1968-08-01",1968,8,18,26,22,209.5
"Rincon 1200","1968-08-01",1968,8,15,23,19,220.899993896484
"Bosque Humedo","1968-09-01",1968,9,21,29,25,304
"Cacao Arenales","1968-09-01",1968,9,17,25,21,333.200012207031
"Cacao Sendero Circular","1968-09-01",1968,9,17,25,21,333.200012207031
"Gongora","1968-09-01",1968,9,19,27,23,314.100006103516
"Maritza","1968-09-01",1968,9,17,25,21,333.200012207031
"Naranjo Carbonal","1968-09-01",1968,9,22,30,26,306.899993896484
"Pitilla","1968-09-01",1968,9,17,25,21,325
"Rancho Harold","1968-09-01",1968,9,19,27,23,314.100006103516
"Rincon 1000","1968-09-01",1968,9,17,26,21.5,326.200012207031
"Rincon 1200","1968-09-01",1968,9,14,22,18,351.5
"Bosque Humedo","1968-10-01",1968,10,21,28,24.5,346.700012207031
"Cacao Arenales","1968-10-01",1968,10,17,25,21,372.399993896484
"Cacao Sendero Circular","1968-10-01",1968,10,17,25,21,372.399993896484
"Gongora","1968-10-01",1968,10,18,26,22,357
"Maritza","1968-10-01",1968,10,17,25,21,372.399993896484
"Naranjo Carbonal","1968-10-01",1968,10,21,29,25,381
"Pitilla","1968-10-01",1968,10,17,25,21,372.5
"Rancho Harold","1968-10-01",1968,10,18,26,22,357
"Rincon 1000","1968-10-01",1968,10,17,25,21,398.5
"Rincon 1200","1968-10-01",1968,10,14,22,18,400.100006103516
"Bosque Humedo","1968-11-01",1968,11,20,28,24,160.100006103516
"Cacao Arenales","1968-11-01",1968,11,17,25,21,290
"Cacao Sendero Circular","1968-11-01",1968,11,17,25,21,290
"Gongora","1968-11-01",1968,11,18,26,22,242.899993896484
"Maritza","1968-11-01",1968,11,17,25,21,290
"Naranjo Carbonal","1968-11-01",1968,11,21,29,25,110
"Pitilla","1968-11-01",1968,11,17,24,20.5,459.899993896484
"Rancho Harold","1968-11-01",1968,11,18,26,22,242.899993896484
"Rincon 1000","1968-11-01",1968,11,17,25,21,235.699996948242
"Rincon 1200","1968-11-01",1968,11,13,21,17,259.5
"Bosque Humedo","1968-12-01",1968,12,20,29,24.5,24.6000003814697
"Cacao Arenales","1968-12-01",1968,12,17,25,21,144.300003051758
"Cacao Sendero Circular","1968-12-01",1968,12,17,25,21,144.300003051758
"Gongora","1968-12-01",1968,12,18,26,22,89.1999969482422
"Maritza","1968-12-01",1968,12,17,25,21,144.300003051758
"Naranjo Carbonal","1968-12-01",1968,12,21,30,25.5,13.8999996185303
"Pitilla","1968-12-01",1968,12,17,24,20.5,325.100006103516
"Rancho Harold","1968-12-01",1968,12,18,26,22,89.1999969482422
"Rincon 1000","1968-12-01",1968,12,17,25,21,61.5999984741211
"Rincon 1200","1968-12-01",1968,12,13,22,17.5,121.800003051758
"Bosque Humedo","1969-01-01",1969,1,20,29,24.5,16
"Cacao Arenales","1969-01-01",1969,1,16,25,20.5,226.399993896484
"Cacao Sendero Circular","1969-01-01",1969,1,16,25,20.5,226.399993896484
"Gongora","1969-01-01",1969,1,18,26,22,94.4000015258789
"Maritza","1969-01-01",1969,1,16,25,20.5,226.399993896484
"Naranjo Carbonal","1969-01-01",1969,1,21,30,25.5,7.80000019073486
"Pitilla","1969-01-01",1969,1,16,25,20.5,988.700012207031
"Rancho Harold","1969-01-01",1969,1,18,26,22,94.4000015258789
"Rincon 1000","1969-01-01",1969,1,16,26,21,66.8000030517578
"Rincon 1200","1969-01-01",1969,1,13,22,17.5,284.399993896484
"Bosque Humedo","1969-02-01",1969,2,21,31,26,1
"Cacao Arenales","1969-02-01",1969,2,17,26,21.5,8.69999980926514
"Cacao Sendero Circular","1969-02-01",1969,2,17,26,21.5,8.69999980926514
"Gongora","1969-02-01",1969,2,18,27,22.5,4.59999990463257
"Maritza","1969-02-01",1969,2,17,26,21.5,8.69999980926514
"Naranjo Carbonal","1969-02-01",1969,2,22,31,26.5,1
"Pitilla","1969-02-01",1969,2,17,25,21,64.8000030517578
"Rancho Harold","1969-02-01",1969,2,18,27,22.5,4.59999990463257
"Rincon 1000","1969-02-01",1969,2,17,27,22,5.30000019073486
"Rincon 1200","1969-02-01",1969,2,13,23,18,14.1999998092651
"Bosque Humedo","1969-03-01",1969,3,22,32,27,5.59999990463257
"Cacao Arenales","1969-03-01",1969,3,18,28,23,7.69999980926514
"Cacao Sendero Circular","1969-03-01",1969,3,18,28,23,7.69999980926514
"Gongora","1969-03-01",1969,3,20,29,24.5,5.09999990463257
"Maritza","1969-03-01",1969,3,18,28,23,7.69999980926514
"Naranjo Carbonal","1969-03-01",1969,3,23,33,28,1.70000004768372
"Pitilla","1969-03-01",1969,3,18,27,22.5,34.5999984741211
"Rancho Harold","1969-03-01",1969,3,20,29,24.5,5.09999990463257
"Rincon 1000","1969-03-01",1969,3,18,28,23,4.59999990463257
"Rincon 1200","1969-03-01",1969,3,15,25,20,10.3000001907349
"Bosque Humedo","1969-04-01",1969,4,22,33,27.5,31.3999996185303
"Cacao Arenales","1969-04-01",1969,4,19,28,23.5,41.5999984741211
"Cacao Sendero Circular","1969-04-01",1969,4,19,28,23.5,41.5999984741211
"Gongora","1969-04-01",1969,4,20,30,25,44
"Maritza","1969-04-01",1969,4,19,28,23.5,41.5999984741211
"Naranjo Carbonal","1969-04-01",1969,4,23,33,28,34.9000015258789
"Pitilla","1969-04-01",1969,4,19,28,23.5,42.5999984741211
"Rancho Harold","1969-04-01",1969,4,20,30,25,44
"Rincon 1000","1969-04-01",1969,4,19,29,24,45.4000015258789
"Rincon 1200","1969-04-01",1969,4,15,25,20,41.7000007629395
"Bosque Humedo","1969-05-01",1969,5,22,31,26.5,176.5
"Cacao Arenales","1969-05-01",1969,5,19,27,23,188.600006103516
"Cacao Sendero Circular","1969-05-01",1969,5,19,27,23,188.600006103516
"Gongora","1969-05-01",1969,5,20,28,24,192
"Maritza","1969-05-01",1969,5,19,27,23,188.600006103516
"Naranjo Carbonal","1969-05-01",1969,5,23,32,27.5,173
"Pitilla","1969-05-01",1969,5,19,27,23,179.899993896484
"Rancho Harold","1969-05-01",1969,5,20,28,24,192
"Rincon 1000","1969-05-01",1969,5,19,28,23.5,190.899993896484
"Rincon 1200","1969-05-01",1969,5,16,24,20,192.399993896484
"Bosque Humedo","1969-06-01",1969,6,22,29,25.5,300.200012207031
"Cacao Arenales","1969-06-01",1969,6,18,26,22,325.200012207031
"Cacao Sendero Circular","1969-06-01",1969,6,18,26,22,325.200012207031
"Gongora","1969-06-01",1969,6,19,27,23,314.100006103516
"Maritza","1969-06-01",1969,6,18,26,22,325.200012207031
"Naranjo Carbonal","1969-06-01",1969,6,23,30,26.5,297
"Pitilla","1969-06-01",1969,6,18,25,21.5,320.700012207031
"Rancho Harold","1969-06-01",1969,6,19,27,23,314.100006103516
"Rincon 1000","1969-06-01",1969,6,18,26,22,317.899993896484
"Rincon 1200","1969-06-01",1969,6,15,23,19,326.799987792969
"Bosque Humedo","1969-07-01",1969,7,22,30,26,126.599998474121
"Cacao Arenales","1969-07-01",1969,7,18,26,22,197.199996948242
"Cacao Sendero Circular","1969-07-01",1969,7,18,26,22,197.199996948242
"Gongora","1969-07-01",1969,7,20,27,23.5,151.699996948242
"Maritza","1969-07-01",1969,7,18,26,22,197.199996948242
"Naranjo Carbonal","1969-07-01",1969,7,23,30,26.5,97.0999984741211
"Pitilla","1969-07-01",1969,7,18,26,22,260.299987792969
"Rancho Harold","1969-07-01",1969,7,20,27,23.5,151.699996948242
"Rincon 1000","1969-07-01",1969,7,18,26,22,169.300003051758
"Rincon 1200","1969-07-01",1969,7,15,23,19,178.899993896484
"Bosque Humedo","1969-08-01",1969,8,21,29,25,288.399993896484
"Cacao Arenales","1969-08-01",1969,8,18,25,21.5,402
"Cacao Sendero Circular","1969-08-01",1969,8,18,25,21.5,402
"Gongora","1969-08-01",1969,8,19,27,23,364.5
"Maritza","1969-08-01",1969,8,18,25,21.5,402
"Naranjo Carbonal","1969-08-01",1969,8,22,30,26,291.899993896484
"Pitilla","1969-08-01",1969,8,18,25,21.5,482.299987792969
"Rancho Harold","1969-08-01",1969,8,19,27,23,364.5
"Rincon 1000","1969-08-01",1969,8,18,26,22,422.299987792969
"Rincon 1200","1969-08-01",1969,8,14,22,18,444.899993896484
"Bosque Humedo","1969-09-01",1969,9,21,29,25,344.5
"Cacao Arenales","1969-09-01",1969,9,18,25,21.5,378.399993896484
"Cacao Sendero Circular","1969-09-01",1969,9,18,25,21.5,378.399993896484
"Gongora","1969-09-01",1969,9,19,27,23,356.200012207031
"Maritza","1969-09-01",1969,9,18,25,21.5,378.399993896484
"Naranjo Carbonal","1969-09-01",1969,9,22,30,26,347.399993896484
"Pitilla","1969-09-01",1969,9,17,25,21,369.700012207031
"Rancho Harold","1969-09-01",1969,9,19,27,23,356.200012207031
"Rincon 1000","1969-09-01",1969,9,17,26,21.5,367.600006103516
"Rincon 1200","1969-09-01",1969,9,14,22,18,396.899993896484
"Bosque Humedo","1969-10-01",1969,10,21,29,25,601.400024414062
"Cacao Arenales","1969-10-01",1969,10,17,25,21,665.900024414062
"Cacao Sendero Circular","1969-10-01",1969,10,17,25,21,665.900024414062
"Gongora","1969-10-01",1969,10,18,26,22,636.799987792969
"Maritza","1969-10-01",1969,10,17,25,21,665.900024414062
"Naranjo Carbonal","1969-10-01",1969,10,22,29,25.5,653.900024414062
"Pitilla","1969-10-01",1969,10,17,25,21,674.299987792969
"Rancho Harold","1969-10-01",1969,10,18,26,22,636.799987792969
"Rincon 1000","1969-10-01",1969,10,17,26,21.5,722.200012207031
"Rincon 1200","1969-10-01",1969,10,14,22,18,727.700012207031
"Bosque Humedo","1969-11-01",1969,11,20,28,24,143.399993896484
"Cacao Arenales","1969-11-01",1969,11,17,25,21,271.299987792969
"Cacao Sendero Circular","1969-11-01",1969,11,17,25,21,271.299987792969
"Gongora","1969-11-01",1969,11,18,26,22,226.800003051758
"Maritza","1969-11-01",1969,11,17,25,21,271.299987792969
"Naranjo Carbonal","1969-11-01",1969,11,21,29,25,96.6999969482422
"Pitilla","1969-11-01",1969,11,17,24,20.5,436.700012207031
"Rancho Harold","1969-11-01",1969,11,18,26,22,226.800003051758
"Rincon 1000","1969-11-01",1969,11,17,25,21,227.800003051758
"Rincon 1200","1969-11-01",1969,11,13,21,17,251.199996948242
"Bosque Humedo","1969-12-01",1969,12,20,29,24.5,26.7000007629395
"Cacao Arenales","1969-12-01",1969,12,17,25,21,160.399993896484
"Cacao Sendero Circular","1969-12-01",1969,12,17,25,21,160.399993896484
"Gongora","1969-12-01",1969,12,18,26,22,98.5999984741211
"Maritza","1969-12-01",1969,12,17,25,21,160.399993896484
"Naranjo Carbonal","1969-12-01",1969,12,21,30,25.5,14.8000001907349
"Pitilla","1969-12-01",1969,12,17,25,21,365.200012207031
"Rancho Harold","1969-12-01",1969,12,18,26,22,98.5999984741211
"Rincon 1000","1969-12-01",1969,12,17,26,21.5,68.0999984741211
"Rincon 1200","1969-12-01",1969,12,13,22,17.5,135.300003051758
"Bosque Humedo","1970-01-01",1970,1,20,30,25,5.5
"Cacao Arenales","1970-01-01",1970,1,17,25,21,68.5
"Cacao Sendero Circular","1970-01-01",1970,1,17,25,21,68.5
"Gongora","1970-01-01",1970,1,18,27,22.5,28.6000003814697
"Maritza","1970-01-01",1970,1,17,25,21,68.5
"Naranjo Carbonal","1970-01-01",1970,1,21,31,26,2.79999995231628
"Pitilla","1970-01-01",1970,1,17,25,21,286.600006103516
"Rancho Harold","1970-01-01",1970,1,18,27,22.5,28.6000003814697
"Rincon 1000","1970-01-01",1970,1,17,26,21.5,17.6000003814697
"Rincon 1200","1970-01-01",1970,1,13,22,17.5,75
"Bosque Humedo","1970-02-01",1970,2,20,30,25,3.29999995231628
"Cacao Arenales","1970-02-01",1970,2,16,26,21,32.5999984741211
"Cacao Sendero Circular","1970-02-01",1970,2,16,26,21,32.5999984741211
"Gongora","1970-02-01",1970,2,18,27,22.5,17.1000003814697
"Maritza","1970-02-01",1970,2,16,26,21,32.5999984741211
"Naranjo Carbonal","1970-02-01",1970,2,21,31,26,3.20000004768372
"Pitilla","1970-02-01",1970,2,16,25,20.5,253.100006103516
"Rancho Harold","1970-02-01",1970,2,18,27,22.5,17.1000003814697
"Rincon 1000","1970-02-01",1970,2,16,26,21,21.2999992370605
"Rincon 1200","1970-02-01",1970,2,13,22,17.5,56.7999992370605
"Bosque Humedo","1970-03-01",1970,3,21,32,26.5,23.6000003814697
"Cacao Arenales","1970-03-01",1970,3,18,27,22.5,40.2000007629395
"Cacao Sendero Circular","1970-03-01",1970,3,18,27,22.5,40.2000007629395
"Gongora","1970-03-01",1970,3,19,29,24,26.7999992370605
"Maritza","1970-03-01",1970,3,18,27,22.5,40.2000007629395
"Naranjo Carbonal","1970-03-01",1970,3,22,32,27,6.69999980926514
"Pitilla","1970-03-01",1970,3,18,27,22.5,193.199996948242
"Rancho Harold","1970-03-01",1970,3,19,29,24,26.7999992370605
"Rincon 1000","1970-03-01",1970,3,18,28,23,33.5999984741211
"Rincon 1200","1970-03-01",1970,3,14,24,19,73.6999969482422
"Bosque Humedo","1970-04-01",1970,4,22,32,27,57
"Cacao Arenales","1970-04-01",1970,4,18,28,23,79
"Cacao Sendero Circular","1970-04-01",1970,4,18,28,23,79
"Gongora","1970-04-01",1970,4,20,29,24.5,83.3000030517578
"Maritza","1970-04-01",1970,4,18,28,23,79
"Naranjo Carbonal","1970-04-01",1970,4,23,33,28,62.5
"Pitilla","1970-04-01",1970,4,18,27,22.5,82.0999984741211
"Rancho Harold","1970-04-01",1970,4,20,29,24.5,83.3000030517578
"Rincon 1000","1970-04-01",1970,4,18,28,23,88.6999969482422
"Rincon 1200","1970-04-01",1970,4,15,25,20,81.8000030517578
"Bosque Humedo","1970-05-01",1970,5,21,30,25.5,195
"Cacao Arenales","1970-05-01",1970,5,18,26,22,207.600006103516
"Cacao Sendero Circular","1970-05-01",1970,5,18,26,22,207.600006103516
"Gongora","1970-05-01",1970,5,19,27,23,211.100006103516
"Maritza","1970-05-01",1970,5,18,26,22,207.600006103516
"Naranjo Carbonal","1970-05-01",1970,5,22,31,26.5,191.800003051758
"Pitilla","1970-05-01",1970,5,18,26,22,198
"Rancho Harold","1970-05-01",1970,5,19,27,23,211.100006103516
"Rincon 1000","1970-05-01",1970,5,18,27,22.5,207.600006103516
"Rincon 1200","1970-05-01",1970,5,15,23,19,209.699996948242
"Bosque Humedo","1970-06-01",1970,6,22,29,25.5,302.5
"Cacao Arenales","1970-06-01",1970,6,18,26,22,329.700012207031
"Cacao Sendero Circular","1970-06-01",1970,6,18,26,22,329.700012207031
"Gongora","1970-06-01",1970,6,19,27,23,318.299987792969
"Maritza","1970-06-01",1970,6,18,26,22,329.700012207031
"Naranjo Carbonal","1970-06-01",1970,6,22,30,26,299.100006103516
"Pitilla","1970-06-01",1970,6,18,25,21.5,326.100006103516
"Rancho Harold","1970-06-01",1970,6,19,27,23,318.299987792969
"Rincon 1000","1970-06-01",1970,6,18,26,22,323.200012207031
"Rincon 1200","1970-06-01",1970,6,15,23,19,332.600006103516
"Bosque Humedo","1970-07-01",1970,7,21,29,25,185.5
"Cacao Arenales","1970-07-01",1970,7,18,25,21.5,290.399993896484
"Cacao Sendero Circular","1970-07-01",1970,7,18,25,21.5,290.399993896484
"Gongora","1970-07-01",1970,7,19,26,22.5,222.899993896484
"Maritza","1970-07-01",1970,7,18,25,21.5,290.399993896484
"Naranjo Carbonal","1970-07-01",1970,7,22,29,25.5,141.800003051758
"Pitilla","1970-07-01",1970,7,18,25,21.5,384.600006103516
"Rancho Harold","1970-07-01",1970,7,19,26,22.5,222.899993896484
"Rincon 1000","1970-07-01",1970,7,18,26,22,246.800003051758
"Rincon 1200","1970-07-01",1970,7,14,22,18,261.700012207031
"Bosque Humedo","1970-08-01",1970,8,21,29,25,244.600006103516
"Cacao Arenales","1970-08-01",1970,8,17,25,21,336.299987792969
"Cacao Sendero Circular","1970-08-01",1970,8,17,25,21,336.299987792969
"Gongora","1970-08-01",1970,8,18,26,22,304.799987792969
"Maritza","1970-08-01",1970,8,17,25,21,336.299987792969
"Naranjo Carbonal","1970-08-01",1970,8,22,30,26,249.100006103516
"Pitilla","1970-08-01",1970,8,17,25,21,401.700012207031
"Rancho Harold","1970-08-01",1970,8,18,26,22,304.799987792969
"Rincon 1000","1970-08-01",1970,8,17,26,21.5,347.700012207031
"Rincon 1200","1970-08-01",1970,8,14,22,18,366.600006103516
"Bosque Humedo","1970-09-01",1970,9,21,29,25,372.100006103516
