"siteID","date","Year","Month","P","var","value"
"Naranjo Carbonal","1986-06-01",1986,6,261.15,"Tmax",27.95
"Naranjo Carbonal","1986-06-01",1986,6,261.15,"Tavg",26.2
"Cacao Sendero Circular","1986-06-01",1986,6,377.34,"Tmin",17.95
"Cacao Sendero Circular","1986-06-01",1986,6,377.34,"Tmax",22.55
"Cacao Sendero Circular","1986-06-01",1986,6,377.34,"Tavg",20.25
"Gongora","1986-06-01",1986,6,339.52,"Tmin",20.85
"Gongora","1986-06-01",1986,6,339.52,"Tmax",25.65
"Gongora","1986-06-01",1986,6,339.52,"Tavg",23.25
"Rincon 1000","1986-06-01",1986,6,430.4,"Tmin",18.45
"Rincon 1000","1986-06-01",1986,6,430.4,"Tmax",23.35
"Rincon 1000","1986-06-01",1986,6,430.4,"Tavg",20.9
"Rincon 1200","1986-06-01",1986,6,431.44,"Tmin",17.35
"Rincon 1200","1986-06-01",1986,6,431.44,"Tmax",22.25
"Rincon 1200","1986-06-01",1986,6,431.44,"Tavg",19.8
"Maritza","1986-06-01",1986,6,342.1,"Tmin",21.05
"Maritza","1986-06-01",1986,6,342.1,"Tmax",25.45
"Maritza","1986-06-01",1986,6,342.1,"Tavg",23.25
"Pitilla","1986-06-01",1986,6,438.81,"Tmin",20.55
"Pitilla","1986-06-01",1986,6,438.81,"Tmax",24.55
"Pitilla","1986-06-01",1986,6,438.81,"Tavg",22.55
"Rancho Harold","1986-06-01",1986,6,349.28,"Tmin",20.15
"Rancho Harold","1986-06-01",1986,6,349.28,"Tmax",24.95
"Rancho Harold","1986-06-01",1986,6,349.28,"Tavg",22.55
"Cacao Arenales","1986-07-01",1986,7,147.71,"Tmin",18.75
"Cacao Arenales","1986-07-01",1986,7,147.71,"Tmax",23.55
"Cacao Arenales","1986-07-01",1986,7,147.71,"Tavg",21.15
"Bosque Humedo","1986-07-01",1986,7,61.99,"Tmin",22.65
"Bosque Humedo","1986-07-01",1986,7,61.99,"Tmax",27.05
"Bosque Humedo","1986-07-01",1986,7,61.99,"Tavg",24.85
"Naranjo Carbonal","1986-07-01",1986,7,34.05,"Tmin",24.45
"Naranjo Carbonal","1986-07-01",1986,7,34.05,"Tmax",28.35
"Naranjo Carbonal","1986-07-01",1986,7,34.05,"Tavg",26.4
"Cacao Sendero Circular","1986-07-01",1986,7,155,"Tmin",18.05
"Cacao Sendero Circular","1986-07-01",1986,7,155,"Tmax",22.75
"Cacao Sendero Circular","1986-07-01",1986,7,155,"Tavg",20.4
"Gongora","1986-07-01",1986,7,109.04,"Tmin",20.75
"Gongora","1986-07-01",1986,7,109.04,"Tmax",25.75
"Gongora","1986-07-01",1986,7,109.04,"Tavg",23.25
"Rincon 1000","1986-07-01",1986,7,168.57,"Tmin",18.45
"Rincon 1000","1986-07-01",1986,7,168.57,"Tmax",23.55
"Rincon 1000","1986-07-01",1986,7,168.57,"Tavg",21
"Rincon 1200","1986-07-01",1986,7,178.97,"Tmin",17.45
"Rincon 1200","1986-07-01",1986,7,178.97,"Tmax",22.35
"Rincon 1200","1986-07-01",1986,7,178.97,"Tavg",19.9
"Maritza","1986-07-01",1986,7,127.26,"Tmin",20.85
"Maritza","1986-07-01",1986,7,127.26,"Tmax",25.45
"Maritza","1986-07-01",1986,7,127.26,"Tavg",23.15
"Pitilla","1986-07-01",1986,7,240.05,"Tmin",20.35
"Pitilla","1986-07-01",1986,7,240.05,"Tmax",24.45
"Pitilla","1986-07-01",1986,7,240.05,"Tavg",22.4
"Rancho Harold","1986-07-01",1986,7,121.3,"Tmin",20.15
"Rancho Harold","1986-07-01",1986,7,121.3,"Tmax",25.05
"Rancho Harold","1986-07-01",1986,7,121.3,"Tavg",22.6
"Cacao Arenales","1986-08-01",1986,8,205.46,"Tmin",18.65
"Cacao Arenales","1986-08-01",1986,8,205.46,"Tmax",24.05
"Cacao Arenales","1986-08-01",1986,8,205.46,"Tavg",21.35
"Bosque Humedo","1986-08-01",1986,8,140.19,"Tmin",22.85
"Bosque Humedo","1986-08-01",1986,8,140.19,"Tmax",27.85
"Bosque Humedo","1986-08-01",1986,8,140.19,"Tavg",25.35
"Naranjo Carbonal","1986-08-01",1986,8,93.73,"Tmin",24.75
"Naranjo Carbonal","1986-08-01",1986,8,93.73,"Tmax",29.15
"Naranjo Carbonal","1986-08-01",1986,8,93.73,"Tavg",26.95
"Cacao Sendero Circular","1986-08-01",1986,8,212.16,"Tmin",17.85
"Cacao Sendero Circular","1986-08-01",1986,8,212.16,"Tmax",23.15
"Cacao Sendero Circular","1986-08-01",1986,8,212.16,"Tavg",20.5
"Gongora","1986-08-01",1986,8,174.35,"Tmin",20.85
"Gongora","1986-08-01",1986,8,174.35,"Tmax",26.55
"Gongora","1986-08-01",1986,8,174.35,"Tavg",23.7
"Rincon 1000","1986-08-01",1986,8,272.13,"Tmin",18.35
"Rincon 1000","1986-08-01",1986,8,272.13,"Tmax",24.15
"Rincon 1000","1986-08-01",1986,8,272.13,"Tavg",21.25
"Rincon 1200","1986-08-01",1986,8,273.15,"Tmin",17.15
"Rincon 1200","1986-08-01",1986,8,273.15,"Tmax",22.85
"Rincon 1200","1986-08-01",1986,8,273.15,"Tavg",20
"Maritza","1986-08-01",1986,8,184.86,"Tmin",21.05
"Maritza","1986-08-01",1986,8,184.86,"Tmax",26.25
"Maritza","1986-08-01",1986,8,184.86,"Tavg",23.65
"Pitilla","1986-08-01",1986,8,275.23,"Tmin",20.45
"Pitilla","1986-08-01",1986,8,275.23,"Tmax",25.25
"Pitilla","1986-08-01",1986,8,275.23,"Tavg",22.85
"Rancho Harold","1986-08-01",1986,8,184.44,"Tmin",20.15
"Rancho Harold","1986-08-01",1986,8,184.44,"Tmax",25.85
"Rancho Harold","1986-08-01",1986,8,184.44,"Tavg",23
"Cacao Arenales","1986-09-01",1986,9,276.66,"Tmin",18.35
"Cacao Arenales","1986-09-01",1986,9,276.66,"Tmax",23.85
"Cacao Arenales","1986-09-01",1986,9,276.66,"Tavg",21.1
"Bosque Humedo","1986-09-01",1986,9,222.86,"Tmin",22.55
"Bosque Humedo","1986-09-01",1986,9,222.86,"Tmax",27.35
"Bosque Humedo","1986-09-01",1986,9,222.86,"Tavg",24.95
"Naranjo Carbonal","1986-09-01",1986,9,154.62,"Tmin",24.45
"Naranjo Carbonal","1986-09-01",1986,9,154.62,"Tmax",28.55
"Naranjo Carbonal","1986-09-01",1986,9,154.62,"Tavg",26.5
"Cacao Sendero Circular","1986-09-01",1986,9,283.88,"Tmin",17.55
"Cacao Sendero Circular","1986-09-01",1986,9,283.88,"Tmax",22.95
"Cacao Sendero Circular","1986-09-01",1986,9,283.88,"Tavg",20.25
"Gongora","1986-09-01",1986,9,247,"Tmin",20.55
"Gongora","1986-09-01",1986,9,247,"Tmax",26.25
"Gongora","1986-09-01",1986,9,247,"Tavg",23.4
"Rincon 1000","1986-09-01",1986,9,320.88,"Tmin",17.95
"Rincon 1000","1986-09-01",1986,9,320.88,"Tmax",24.05
"Rincon 1000","1986-09-01",1986,9,320.88,"Tavg",21
"Rincon 1200","1986-09-01",1986,9,326.4,"Tmin",16.85
"Rincon 1200","1986-09-01",1986,9,326.4,"Tmax",22.75
"Rincon 1200","1986-09-01",1986,9,326.4,"Tavg",19.8
"Maritza","1986-09-01",1986,9,253.64,"Tmin",20.75
"Maritza","1986-09-01",1986,9,253.64,"Tmax",26.05
"Maritza","1986-09-01",1986,9,253.64,"Tavg",23.4
"Pitilla","1986-09-01",1986,9,341.48,"Tmin",20.25
"Pitilla","1986-09-01",1986,9,341.48,"Tmax",25.05
"Pitilla","1986-09-01",1986,9,341.48,"Tavg",22.65
"Rancho Harold","1986-09-01",1986,9,256.68,"Tmin",19.85
"Rancho Harold","1986-09-01",1986,9,256.68,"Tmax",25.55
"Rancho Harold","1986-09-01",1986,9,256.68,"Tavg",22.7
"Cacao Arenales","1986-10-01",1986,10,235.63,"Tmin",17.95
"Cacao Arenales","1986-10-01",1986,10,235.63,"Tmax",23.15
"Cacao Arenales","1986-10-01",1986,10,235.63,"Tavg",20.55
"Bosque Humedo","1986-10-01",1986,10,253.39,"Tmin",22.25
"Bosque Humedo","1986-10-01",1986,10,253.39,"Tmax",26.85
"Bosque Humedo","1986-10-01",1986,10,253.39,"Tavg",24.55
"Naranjo Carbonal","1986-10-01",1986,10,194.24,"Tmin",24.15
"Naranjo Carbonal","1986-10-01",1986,10,194.24,"Tmax",28.05
"Naranjo Carbonal","1986-10-01",1986,10,194.24,"Tavg",26.1
"Cacao Sendero Circular","1986-10-01",1986,10,240.94,"Tmin",17.05
"Cacao Sendero Circular","1986-10-01",1986,10,240.94,"Tmax",22.25
"Cacao Sendero Circular","1986-10-01",1986,10,240.94,"Tavg",19.65
"Gongora","1986-10-01",1986,10,222.83,"Tmin",20.25
"Gongora","1986-10-01",1986,10,222.83,"Tmax",25.75
"Gongora","1986-10-01",1986,10,222.83,"Tavg",23
"Rincon 1000","1986-10-01",1986,10,297.12,"Tmin",17.55
"Rincon 1000","1986-10-01",1986,10,297.12,"Tmax",23.35
"Rincon 1000","1986-10-01",1986,10,297.12,"Tavg",20.45
"Rincon 1200","1986-10-01",1986,10,295.22,"Tmin",16.45
"Rincon 1200","1986-10-01",1986,10,295.22,"Tmax",22.05
"Rincon 1200","1986-10-01",1986,10,295.22,"Tavg",19.25
"Maritza","1986-10-01",1986,10,226.98,"Tmin",20.45
"Maritza","1986-10-01",1986,10,226.98,"Tmax",25.45
"Maritza","1986-10-01",1986,10,226.98,"Tavg",22.95
"Pitilla","1986-10-01",1986,10,280.51,"Tmin",19.95
"Pitilla","1986-10-01",1986,10,280.51,"Tmax",24.35
"Pitilla","1986-10-01",1986,10,280.51,"Tavg",22.15
"Rancho Harold","1986-10-01",1986,10,226.01,"Tmin",19.45
"Rancho Harold","1986-10-01",1986,10,226.01,"Tmax",24.95
"Rancho Harold","1986-10-01",1986,10,226.01,"Tavg",22.2
"Cacao Arenales","1986-11-01",1986,11,108.16,"Tmin",18.15
"Cacao Arenales","1986-11-01",1986,11,108.16,"Tmax",23.55
"Cacao Arenales","1986-11-01",1986,11,108.16,"Tavg",20.85
"Bosque Humedo","1986-11-01",1986,11,52.09,"Tmin",22.35
"Bosque Humedo","1986-11-01",1986,11,52.09,"Tmax",27.25
"Bosque Humedo","1986-11-01",1986,11,52.09,"Tavg",24.8
"Naranjo Carbonal","1986-11-01",1986,11,29.25,"Tmin",24.25
"Naranjo Carbonal","1986-11-01",1986,11,29.25,"Tmax",28.55
"Naranjo Carbonal","1986-11-01",1986,11,29.25,"Tavg",26.4
"Cacao Sendero Circular","1986-11-01",1986,11,113.64,"Tmin",17.35
"Cacao Sendero Circular","1986-11-01",1986,11,113.64,"Tmax",22.65
"Cacao Sendero Circular","1986-11-01",1986,11,113.64,"Tavg",20
"Gongora","1986-11-01",1986,11,81.18,"Tmin",20.35
"Gongora","1986-11-01",1986,11,81.18,"Tmax",25.95
"Gongora","1986-11-01",1986,11,81.18,"Tavg",23.15
"Rincon 1000","1986-11-01",1986,11,121.44,"Tmin",17.85
"Rincon 1000","1986-11-01",1986,11,121.44,"Tmax",23.55
"Rincon 1000","1986-11-01",1986,11,121.44,"Tavg",20.7
"Rincon 1200","1986-11-01",1986,11,127.53,"Tmin",16.75
"Rincon 1200","1986-11-01",1986,11,127.53,"Tmax",22.25
"Rincon 1200","1986-11-01",1986,11,127.53,"Tavg",19.5
"Maritza","1986-11-01",1986,11,97.08,"Tmin",20.55
"Maritza","1986-11-01",1986,11,97.08,"Tmax",25.65
"Maritza","1986-11-01",1986,11,97.08,"Tavg",23.1
"Pitilla","1986-11-01",1986,11,171.95,"Tmin",19.95
"Pitilla","1986-11-01",1986,11,171.95,"Tmax",24.65
"Pitilla","1986-11-01",1986,11,171.95,"Tavg",22.3
"Rancho Harold","1986-11-01",1986,11,89.56,"Tmin",19.65
"Rancho Harold","1986-11-01",1986,11,89.56,"Tmax",25.25
"Rancho Harold","1986-11-01",1986,11,89.56,"Tavg",22.45
"Cacao Arenales","1986-12-01",1986,12,117.49,"Tmin",18.05
"Cacao Arenales","1986-12-01",1986,12,117.49,"Tmax",23.75
"Cacao Arenales","1986-12-01",1986,12,117.49,"Tavg",20.9
"Bosque Humedo","1986-12-01",1986,12,36.27,"Tmin",22.15
"Bosque Humedo","1986-12-01",1986,12,36.27,"Tmax",27.45
"Bosque Humedo","1986-12-01",1986,12,36.27,"Tavg",24.8
"Naranjo Carbonal","1986-12-01",1986,12,15.45,"Tmin",23.95
"Naranjo Carbonal","1986-12-01",1986,12,15.45,"Tmax",28.75
"Naranjo Carbonal","1986-12-01",1986,12,15.45,"Tavg",26.35
"Cacao Sendero Circular","1986-12-01",1986,12,123.34,"Tmin",17.25
"Cacao Sendero Circular","1986-12-01",1986,12,123.34,"Tmax",22.95
"Cacao Sendero Circular","1986-12-01",1986,12,123.34,"Tavg",20.1
"Gongora","1986-12-01",1986,12,85.52,"Tmin",20.15
"Gongora","1986-12-01",1986,12,85.52,"Tmax",26.25
"Gongora","1986-12-01",1986,12,85.52,"Tavg",23.2
"Rincon 1000","1986-12-01",1986,12,186.46,"Tmin",17.65
"Rincon 1000","1986-12-01",1986,12,186.46,"Tmax",23.85
"Rincon 1000","1986-12-01",1986,12,186.46,"Tavg",20.75
"Rincon 1200","1986-12-01",1986,12,193.49,"Tmin",16.55
"Rincon 1200","1986-12-01",1986,12,193.49,"Tmax",22.65
"Rincon 1200","1986-12-01",1986,12,193.49,"Tavg",19.6
"Maritza","1986-12-01",1986,12,95.1,"Tmin",20.25
"Maritza","1986-12-01",1986,12,95.1,"Tmax",25.85
"Maritza","1986-12-01",1986,12,95.1,"Tavg",23.05
"Pitilla","1986-12-01",1986,12,188.43,"Tmin",19.75
"Pitilla","1986-12-01",1986,12,188.43,"Tmax",24.75
"Pitilla","1986-12-01",1986,12,188.43,"Tavg",22.25
"Rancho Harold","1986-12-01",1986,12,95.65,"Tmin",19.45
"Rancho Harold","1986-12-01",1986,12,95.65,"Tmax",25.55
"Rancho Harold","1986-12-01",1986,12,95.65,"Tavg",22.5
"Cacao Arenales","1987-01-01",1987,1,59.67,"Tmin",17.75
"Cacao Arenales","1987-01-01",1987,1,59.67,"Tmax",24.55
"Cacao Arenales","1987-01-01",1987,1,59.67,"Tavg",21.15
"Bosque Humedo","1987-01-01",1987,1,11.85,"Tmin",21.85
"Bosque Humedo","1987-01-01",1987,1,11.85,"Tmax",28.05
"Bosque Humedo","1987-01-01",1987,1,11.85,"Tavg",24.95
"Naranjo Carbonal","1987-01-01",1987,1,3.61,"Tmin",23.45
"Naranjo Carbonal","1987-01-01",1987,1,3.61,"Tmax",28.85
"Naranjo Carbonal","1987-01-01",1987,1,3.61,"Tavg",26.15
"Cacao Sendero Circular","1987-01-01",1987,1,63.23,"Tmin",16.95
"Cacao Sendero Circular","1987-01-01",1987,1,63.23,"Tmax",23.75
"Cacao Sendero Circular","1987-01-01",1987,1,63.23,"Tavg",20.35
"Gongora","1987-01-01",1987,1,39.25,"Tmin",19.85
"Gongora","1987-01-01",1987,1,39.25,"Tmax",27.05
"Gongora","1987-01-01",1987,1,39.25,"Tavg",23.45
"Rincon 1000","1987-01-01",1987,1,71.24,"Tmin",17.35
"Rincon 1000","1987-01-01",1987,1,71.24,"Tmax",24.75
"Rincon 1000","1987-01-01",1987,1,71.24,"Tavg",21.05
"Rincon 1200","1987-01-01",1987,1,79.99,"Tmin",16.25
"Rincon 1200","1987-01-01",1987,1,79.99,"Tmax",23.45
"Rincon 1200","1987-01-01",1987,1,79.99,"Tavg",19.85
"Maritza","1987-01-01",1987,1,46.06,"Tmin",19.95
"Maritza","1987-01-01",1987,1,46.06,"Tmax",26.55
"Maritza","1987-01-01",1987,1,46.06,"Tavg",23.25
"Pitilla","1987-01-01",1987,1,101.08,"Tmin",19.25
"Pitilla","1987-01-01",1987,1,101.08,"Tmax",25.35
"Pitilla","1987-01-01",1987,1,101.08,"Tavg",22.3
"Rancho Harold","1987-01-01",1987,1,45.6,"Tmin",19.25
"Rancho Harold","1987-01-01",1987,1,45.6,"Tmax",26.35
"Rancho Harold","1987-01-01",1987,1,45.6,"Tavg",22.8
"Cacao Arenales","1987-02-01",1987,2,5.02,"Tmin",18.15
"Cacao Arenales","1987-02-01",1987,2,5.02,"Tmax",25.95
"Cacao Arenales","1987-02-01",1987,2,5.02,"Tavg",22.05
"Bosque Humedo","1987-02-01",1987,2,2.23,"Tmin",22.55
"Bosque Humedo","1987-02-01",1987,2,2.23,"Tmax",29.45
"Bosque Humedo","1987-02-01",1987,2,2.23,"Tavg",26
"Naranjo Carbonal","1987-02-01",1987,2,1.24,"Tmin",24.35
"Naranjo Carbonal","1987-02-01",1987,2,1.24,"Tmax",30.05
"Naranjo Carbonal","1987-02-01",1987,2,1.24,"Tavg",27.2
"Cacao Sendero Circular","1987-02-01",1987,2,5.48,"Tmin",17.25
"Cacao Sendero Circular","1987-02-01",1987,2,5.48,"Tmax",25.05
"Cacao Sendero Circular","1987-02-01",1987,2,5.48,"Tavg",21.15
"Gongora","1987-02-01",1987,2,3.37,"Tmin",20.55
"Gongora","1987-02-01",1987,2,3.37,"Tmax",28.65
"Gongora","1987-02-01",1987,2,3.37,"Tavg",24.6
"Rincon 1000","1987-02-01",1987,2,3.55,"Tmin",17.75
"Rincon 1000","1987-02-01",1987,2,3.55,"Tmax",26.05
"Rincon 1000","1987-02-01",1987,2,3.55,"Tavg",21.9
"Rincon 1200","1987-02-01",1987,2,4.18,"Tmin",16.65
"Rincon 1200","1987-02-01",1987,2,4.18,"Tmax",24.65
"Rincon 1200","1987-02-01",1987,2,4.18,"Tavg",20.65
"Maritza","1987-02-01",1987,2,4.88,"Tmin",20.55
"Maritza","1987-02-01",1987,2,4.88,"Tmax",28.15
"Maritza","1987-02-01",1987,2,4.88,"Tavg",24.35
"Pitilla","1987-02-01",1987,2,9.28,"Tmin",19.75
"Pitilla","1987-02-01",1987,2,9.28,"Tmax",26.75
"Pitilla","1987-02-01",1987,2,9.28,"Tavg",23.25
"Rancho Harold","1987-02-01",1987,2,3.79,"Tmin",19.75
"Rancho Harold","1987-02-01",1987,2,3.79,"Tmax",27.85
"Rancho Harold","1987-02-01",1987,2,3.79,"Tavg",23.8
"Cacao Arenales","1987-03-01",1987,3,4.57,"Tmin",18.25
"Cacao Arenales","1987-03-01",1987,3,4.57,"Tmax",28.15
"Cacao Arenales","1987-03-01",1987,3,4.57,"Tavg",23.2
"Bosque Humedo","1987-03-01",1987,3,4.97,"Tmin",23.25
"Bosque Humedo","1987-03-01",1987,3,4.97,"Tmax",31.55
"Bosque Humedo","1987-03-01",1987,3,4.97,"Tavg",27.4
"Naranjo Carbonal","1987-03-01",1987,3,5.33,"Tmin",25.35
"Naranjo Carbonal","1987-03-01",1987,3,5.33,"Tmax",31.85
"Naranjo Carbonal","1987-03-01",1987,3,5.33,"Tavg",28.6
"Cacao Sendero Circular","1987-03-01",1987,3,4.79,"Tmin",17.35
"Cacao Sendero Circular","1987-03-01",1987,3,4.79,"Tmax",27.15
"Cacao Sendero Circular","1987-03-01",1987,3,4.79,"Tavg",22.25
"Gongora","1987-03-01",1987,3,3.92,"Tmin",21.05
"Gongora","1987-03-01",1987,3,3.92,"Tmax",31.35
"Gongora","1987-03-01",1987,3,3.92,"Tavg",26.2
"Rincon 1000","1987-03-01",1987,3,1.61,"Tmin",17.85
"Rincon 1000","1987-03-01",1987,3,1.61,"Tmax",28.35
"Rincon 1000","1987-03-01",1987,3,1.61,"Tavg",23.1
"Rincon 1200","1987-03-01",1987,3,1.95,"Tmin",16.45
"Rincon 1200","1987-03-01",1987,3,1.95,"Tmax",26.75
"Rincon 1200","1987-03-01",1987,3,1.95,"Tavg",21.6
"Maritza","1987-03-01",1987,3,4.38,"Tmin",21.15
"Maritza","1987-03-01",1987,3,4.38,"Tmax",30.75
"Maritza","1987-03-01",1987,3,4.38,"Tavg",25.95
"Pitilla","1987-03-01",1987,3,6.22,"Tmin",20.45
"Pitilla","1987-03-01",1987,3,6.22,"Tmax",29.15
"Pitilla","1987-03-01",1987,3,6.22,"Tavg",24.8
"Rancho Harold","1987-03-01",1987,3,4.1,"Tmin",20.15
"Rancho Harold","1987-03-01",1987,3,4.1,"Tmax",30.35
"Rancho Harold","1987-03-01",1987,3,4.1,"Tavg",25.25
"Cacao Arenales","1987-04-01",1987,4,11.42,"Tmin",18.65
"Cacao Arenales","1987-04-01",1987,4,11.42,"Tmax",28.45
"Cacao Arenales","1987-04-01",1987,4,11.42,"Tavg",23.55
"Bosque Humedo","1987-04-01",1987,4,3.35,"Tmin",23.55
"Bosque Humedo","1987-04-01",1987,4,3.35,"Tmax",31.95
"Bosque Humedo","1987-04-01",1987,4,3.35,"Tavg",27.75
"Naranjo Carbonal","1987-04-01",1987,4,1.89,"Tmin",25.55
"Naranjo Carbonal","1987-04-01",1987,4,1.89,"Tmax",32.55
"Naranjo Carbonal","1987-04-01",1987,4,1.89,"Tavg",29.05
"Cacao Sendero Circular","1987-04-01",1987,4,11.97,"Tmin",17.75
"Cacao Sendero Circular","1987-04-01",1987,4,11.97,"Tmax",27.45
"Cacao Sendero Circular","1987-04-01",1987,4,11.97,"Tavg",22.6
"Gongora","1987-04-01",1987,4,8.18,"Tmin",21.35
"Gongora","1987-04-01",1987,4,8.18,"Tmax",31.45
"Gongora","1987-04-01",1987,4,8.18,"Tavg",26.4
"Rincon 1000","1987-04-01",1987,4,19.28,"Tmin",18.25
"Rincon 1000","1987-04-01",1987,4,19.28,"Tmax",28.55
"Rincon 1000","1987-04-01",1987,4,19.28,"Tavg",23.4
"Rincon 1200","1987-04-01",1987,4,20.38,"Tmin",16.95
"Rincon 1200","1987-04-01",1987,4,20.38,"Tmax",27.05
"Rincon 1200","1987-04-01",1987,4,20.38,"Tavg",22
"Maritza","1987-04-01",1987,4,8.41,"Tmin",21.45
"Maritza","1987-04-01",1987,4,8.41,"Tmax",30.95
"Maritza","1987-04-01",1987,4,8.41,"Tavg",26.2
"Pitilla","1987-04-01",1987,4,17.48,"Tmin",20.75
"Pitilla","1987-04-01",1987,4,17.48,"Tmax",29.45
"Pitilla","1987-04-01",1987,4,17.48,"Tavg",25.1
"Rancho Harold","1987-04-01",1987,4,9.22,"Tmin",20.55
"Rancho Harold","1987-04-01",1987,4,9.22,"Tmax",30.55
"Rancho Harold","1987-04-01",1987,4,9.22,"Tavg",25.55
"Cacao Arenales","1987-05-01",1987,5,103.64,"Tmin",18.85
"Cacao Arenales","1987-05-01",1987,5,103.64,"Tmax",27.15
"Cacao Arenales","1987-05-01",1987,5,103.64,"Tavg",23
"Bosque Humedo","1987-05-01",1987,5,92.29,"Tmin",23.75
"Bosque Humedo","1987-05-01",1987,5,92.29,"Tmax",30.85
"Bosque Humedo","1987-05-01",1987,5,92.29,"Tavg",27.3
"Naranjo Carbonal","1987-05-01",1987,5,79.85,"Tmin",25.85
"Naranjo Carbonal","1987-05-01",1987,5,79.85,"Tmax",31.45
"Naranjo Carbonal","1987-05-01",1987,5,79.85,"Tavg",28.65
"Cacao Sendero Circular","1987-05-01",1987,5,104.87,"Tmin",17.85
"Cacao Sendero Circular","1987-05-01",1987,5,104.87,"Tmax",26.15
"Cacao Sendero Circular","1987-05-01",1987,5,104.87,"Tavg",22
"Gongora","1987-05-01",1987,5,94.95,"Tmin",21.65
"Gongora","1987-05-01",1987,5,94.95,"Tmax",30.15
"Gongora","1987-05-01",1987,5,94.95,"Tavg",25.9
"Rincon 1000","1987-05-01",1987,5,140.05,"Tmin",18.55
"Rincon 1000","1987-05-01",1987,5,140.05,"Tmax",27.05
"Rincon 1000","1987-05-01",1987,5,140.05,"Tavg",22.8
"Rincon 1200","1987-05-01",1987,5,139.84,"Tmin",17.15
"Rincon 1200","1987-05-01",1987,5,139.84,"Tmax",25.55
"Rincon 1200","1987-05-01",1987,5,139.84,"Tavg",21.35
"Maritza","1987-05-01",1987,5,86.01,"Tmin",21.75
"Maritza","1987-05-01",1987,5,86.01,"Tmax",29.85
"Maritza","1987-05-01",1987,5,86.01,"Tavg",25.8
"Pitilla","1987-05-01",1987,5,114.61,"Tmin",20.95
"Pitilla","1987-05-01",1987,5,114.61,"Tmax",28.35
"Pitilla","1987-05-01",1987,5,114.61,"Tavg",24.65
"Rancho Harold","1987-05-01",1987,5,98.58,"Tmin",20.75
"Rancho Harold","1987-05-01",1987,5,98.58,"Tmax",29.25
"Rancho Harold","1987-05-01",1987,5,98.58,"Tavg",25
"Cacao Arenales","1987-06-01",1987,6,201.89,"Tmin",19.45
"Cacao Arenales","1987-06-01",1987,6,201.89,"Tmax",25.75
"Cacao Arenales","1987-06-01",1987,6,201.89,"Tavg",22.6
"Bosque Humedo","1987-06-01",1987,6,167.47,"Tmin",23.85
"Bosque Humedo","1987-06-01",1987,6,167.47,"Tmax",29.35
"Bosque Humedo","1987-06-01",1987,6,167.47,"Tavg",26.6
"Naranjo Carbonal","1987-06-01",1987,6,132.11,"Tmin",25.75
"Naranjo Carbonal","1987-06-01",1987,6,132.11,"Tmax",30.25
"Naranjo Carbonal","1987-06-01",1987,6,132.11,"Tavg",28
"Cacao Sendero Circular","1987-06-01",1987,6,205.2,"Tmin",18.55
"Cacao Sendero Circular","1987-06-01",1987,6,205.2,"Tmax",24.75
"Cacao Sendero Circular","1987-06-01",1987,6,205.2,"Tavg",21.65
"Gongora","1987-06-01",1987,6,182.64,"Tmin",21.85
"Gongora","1987-06-01",1987,6,182.64,"Tmax",28.35
"Gongora","1987-06-01",1987,6,182.64,"Tavg",25.1
"Rincon 1000","1987-06-01",1987,6,251.32,"Tmin",19.25
"Rincon 1000","1987-06-01",1987,6,251.32,"Tmax",25.75
"Rincon 1000","1987-06-01",1987,6,251.32,"Tavg",22.5
"Rincon 1200","1987-06-01",1987,6,256.16,"Tmin",17.95
"Rincon 1200","1987-06-01",1987,6,256.16,"Tmax",24.35
"Rincon 1200","1987-06-01",1987,6,256.16,"Tavg",21.15
"Maritza","1987-06-01",1987,6,172.99,"Tmin",21.95
"Maritza","1987-06-01",1987,6,172.99,"Tmax",28.15
"Maritza","1987-06-01",1987,6,172.99,"Tavg",25.05
"Pitilla","1987-06-01",1987,6,237.52,"Tmin",21.35
"Pitilla","1987-06-01",1987,6,237.52,"Tmax",26.85
"Pitilla","1987-06-01",1987,6,237.52,"Tavg",24.1
"Rancho Harold","1987-06-01",1987,6,190.43,"Tmin",21.05
"Rancho Harold","1987-06-01",1987,6,190.43,"Tmax",27.55
"Rancho Harold","1987-06-01",1987,6,190.43,"Tavg",24.3
"Cacao Arenales","1987-07-01",1987,7,426.72,"Tmin",19.25
"Cacao Arenales","1987-07-01",1987,7,426.72,"Tmax",24.45
"Cacao Arenales","1987-07-01",1987,7,426.72,"Tavg",21.85
"Bosque Humedo","1987-07-01",1987,7,292.19,"Tmin",23.35
"Bosque Humedo","1987-07-01",1987,7,292.19,"Tmax",28.15
"Bosque Humedo","1987-07-01",1987,7,292.19,"Tavg",25.75
"Naranjo Carbonal","1987-07-01",1987,7,204.6,"Tmin",25.25
"Naranjo Carbonal","1987-07-01",1987,7,204.6,"Tmax",29.45
"Naranjo Carbonal","1987-07-01",1987,7,204.6,"Tavg",27.35
"Cacao Sendero Circular","1987-07-01",1987,7,436.99,"Tmin",18.55
"Cacao Sendero Circular","1987-07-01",1987,7,436.99,"Tmax",23.65
"Cacao Sendero Circular","1987-07-01",1987,7,436.99,"Tavg",21.1
"Gongora","1987-07-01",1987,7,369.69,"Tmin",21.35
"Gongora","1987-07-01",1987,7,369.69,"Tmax",26.85
"Gongora","1987-07-01",1987,7,369.69,"Tavg",24.1
"Rincon 1000","1987-07-01",1987,7,503.36,"Tmin",18.95
